name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
Lizzie McGuire 3: Homecoming Havoc,GBA,2005,Platform,Disney Interactive Studios,0.22,0.08,0,0.01,0.3,59,6,5.171540926626222,NA
Chaos Legion,PS2,2003,Action,Capcom,0.15,0.12,0,0.04,0.3,65,34,8.2,58
Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star,0.22,0.08,0,0.01,0.3,36,5,3.8,6
Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3,61,18,8.5,30
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,0.21,0.07,0,0.03,0.3,81,11,8.5,51
Batman: Arkham VR,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0,0,0.06,0.3,75,59,7.3,89
24: The Game,PS2,2006,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3,62,53,8.2,40
The Dukes of Hazzard II: Daisy Dukes It Out,PS,N/A,Racing,Unknown,0.17,0.11,0,0.02,0.3,53,5,4.099050631374368,NA
The King of Fighters XIII,PS3,2011,Fighting,Rising Star Games,0.17,0.06,0.04,0.03,0.3,77,26,8.2,76
Sniper Elite 3,X360,2014,Shooter,505 Games,0.16,0.12,0,0.03,0.3,66.9914517438407,NA,6.6,26
Lego Batman 3: Beyond Gotham,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.05,0.19,0,0.07,0.3,73.14535358259823,NA,7.7,12
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,53,32,5.5,26
Magna Carta 2,X360,2009,Role-Playing,Banpresto,0.13,0.07,0.07,0.02,0.3,69,49,7,57
Looney Tunes: Duck Amuck,DS,2007,Action,Warner Bros. Interactive Entertainment,0.28,0,0,0.02,0.3,66,16,6.422779604420053,NA
Romance of the Three Kingdoms VIII,PS2,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3,77,14,8.9,17
F1 2013,X360,2013,Racing,Codemasters,0.01,0.27,0,0.02,0.3,79,29,6.6,33
Crazy Taxi: Catch a Ride,GBA,2003,Racing,THQ,0.21,0.08,0,0.01,0.3,48,14,5.9,8
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.26,0,0.02,0.02,0.3,63,4,5.8,5
PowerUp Heroes,X360,2011,Fighting,Ubisoft,0.18,0.09,0,0.03,0.3,61,13,7.5,10
Jonas,DS,2009,Adventure,Disney Interactive Studios,0.27,0,0,0.02,0.3,45,4,2.6690635710385613,NA
Rayman 2: Revolution,PS2,2000,Platform,Ubisoft,0.15,0.11,0,0.04,0.3,90,16,8.2,42
One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0,0,0.3,0,0.3,46,20,7.3,14
Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.28,0,0,0.02,0.3,63,6,7.3,38
Army Men: Air Attack 2,PS,2000,Action,3DO,0.17,0.11,0,0.02,0.3,74,8,5.3,4
NBA Live 2003,GC,N/A,Sports,Electronic Arts,0.23,0.06,0,0.01,0.3,82,11,8.2,5
Stranglehold,PS3,2007,Shooter,Midway Games,0.24,0.02,0,0.03,0.3,77,22,7.9,48
Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,0.15,0.11,0,0.04,0.3,73,19,8.6,7
Eternal Ring,PS2,2000,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3,62,13,5.3,9
Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.16,0.04,0.08,0.02,0.3,76,11,8.9,41
Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,60,42,7.4,22
Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,73,28,7.5,43
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0,0,0.02,0.3,65,6,7.7,7
Showdown: Legends of Wrestling,PS2,2004,Fighting,Acclaim Entertainment,0.15,0.11,0,0.04,0.3,55,24,6.1,7
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.3,0,0.3,67,28,7.6,131
Full Spectrum Warrior,PS2,2005,Strategy,THQ,0.15,0.11,0,0.04,0.3,74,24,8,13
The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3,68,27,8,25
Spirit: Stallion of the Cimarron,GBA,2002,Platform,THQ,0.21,0.08,0,0.01,0.3,46,5,2.8478119535805373,NA
MySims Party,DS,2009,Simulation,Electronic Arts,0.15,0.12,0,0.03,0.3,64,9,6.065282839336102,NA
Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,Tecmo Koei,0,0,0.3,0,0.3,49,19,7,19
Shark Tale,GC,2004,Action,Activision,0.23,0.06,0,0.01,0.3,69,23,6.9590247520459805,NA
MLB SlugFest Loaded,PS2,2004,Sports,Midway Games,0.14,0.11,0,0.04,0.3,77,30,9.5,4
Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,0.22,0.06,0,0.01,0.3,56,22,8.4,9
Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.27,0,0,0.02,0.3,72,37,7,5
1701 A.D.,PC,2006,Simulation,Deep Silver,0,0.25,0,0.04,0.3,79,30,8.3,38
Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.13,0,0.02,0.3,76,11,7,18
Little Deviants,PSV,2011,Platform,Sony Computer Entertainment,0.14,0.12,0,0.04,0.3,57,62,5.5,53
Spider-Man 3,PSP,2007,Platform,Activision,0.01,0.23,0,0.05,0.3,52,7,7.4,9
AMF Bowling 2004,XB,2003,Sports,Mud Duck Productions,0.22,0.06,0,0.01,0.3,48,6,4.4,8
Shrek the Third,DS,N/A,Action,Activision,0.26,0.01,0,0.02,0.3,70,16,6.5,4
Radiant Historia,DS,2010,Role-Playing,Atlus,0.19,0,0.09,0.01,0.29,85,30,9,81
Sorcery,PS3,2012,Action,Sony Computer Entertainment,0.14,0.11,0,0.05,0.29,70,52,7.3,57
Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.03,0,0.02,0.29,68,38,6.8,20
Grandia II,PS2,2002,Role-Playing,Ubisoft,0.14,0.11,0,0.04,0.29,71,19,8.6,31
Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft,0.24,0.03,0,0.02,0.29,72,33,8.7,30
Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.01,0,0.02,0.29,60,51,6.3,26
Guitar Hero: Van Halen,X360,2009,Misc,Activision,0.16,0.1,0,0.03,0.29,57,34,5.8,17
Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0,0.02,0.29,74,14,8,8
The Sims 2,PC,2004,Simulation,Electronic Arts,0.02,0.24,0,0.04,0.29,90,61,8.8,676
Need for Speed Underground,GBA,2003,Racing,Electronic Arts,0.21,0.08,0,0.01,0.29,77,9,8.2,25
Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment,0.25,0.02,0,0.02,0.29,74,36,5.4,9
Outlaw Golf,XB,2002,Sports,TDK Mediactive,0.22,0.06,0,0.01,0.29,72,23,6.9,9
MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.16,0.1,0,0.03,0.29,67,9,5.2,5
Mini Ninjas,X360,2009,Action,Eidos Interactive,0.12,0.14,0,0.03,0.29,73,44,8.4,38
Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002,Adventure,505 Games,0.02,0.02,0.25,0.01,0.29,67,16,6.6015279869620285,NA
The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.04,0.19,0,0.07,0.29,61.3969955267884,NA,5.6,14
Ben 10 Alien Force: Vilgax Attacks,PS2,2009,Action,D3Publisher,0.11,0.03,0,0.15,0.29,69.22923423066163,NA,7,4
NBA Street V3,GC,2005,Sports,Electronic Arts,0.23,0.06,0,0.01,0.29,88,36,8.4,16
Nicktoons: Battle for Volcano Island,DS,2006,Action,THQ,0.27,0,0,0.02,0.29,59,6,5.171540926626222,NA
WinBack: Covert Operations,PS2,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.29,66,11,7.7,20
Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0,0.03,0.29,87,58,9,118
Invizimals: Shadow Zone,PSP,2010,Strategy,Sony Computer Entertainment,0.05,0.16,0,0.08,0.29,80.41814666476623,NA,9,4
Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.19,0,0.08,0.01,0.29,69,23,7.3,18
Up,X360,2009,Action,THQ,0.2,0.07,0,0.03,0.29,61,18,6.8,6
Modnation Racers: Road Trip,PSV,2012,Racing,Sony Computer Entertainment,0.15,0.09,0,0.04,0.29,62,51,6.4,69
NBA Live 06,X360,2005,Sports,Electronic Arts,0.27,0,0,0.02,0.29,64,35,5.6,16
ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.1,0.16,0,0.03,0.29,60,9,7.6,5
Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.02,0.23,0,0.04,0.29,82,19,8.5,525
Front Mission Evolved,PS3,2010,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,58,42,6,30
Ultimate Marvel vs. Capcom 3,PSV,2011,Fighting,Capcom,0.17,0.08,0,0.04,0.29,80,48,7.7,93
Little King's Story,Wii,2009,Strategy,Rising Star Games,0.14,0.1,0.02,0.02,0.29,87,50,8.8,86
Dynasty Warriors: Strikeforce,PS3,2009,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64,27,7.3,15
NieR,X360,2010,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,67,60,8.3,126
Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,0.24,0.03,0,0.02,0.29,60,17,5.4,7
Area 51,XB,2005,Shooter,Midway Games,0.22,0.06,0,0.01,0.29,72,43,8.1,16
Deadpool,PS4,2015,Action,Activision,0.14,0.11,0,0.05,0.29,60,11,5.7,68
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0.22,0.04,0.04,0.29,72,7,6.6,8
Wanted: Weapons of Fate,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,61,56,7.1,25
Mega Man X8,PS2,2004,Platform,Capcom,0.14,0.11,0,0.04,0.29,68,23,8.5,63
The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,0.16,0.1,0,0.03,0.29,82,67,8.2,73
Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0,0.04,0.29,58,5,7.3,8
FlatOut: Head On,PSP,2008,Racing,Empire Interactive,0.13,0.1,0,0.06,0.29,74,28,8.2,21
Duel Masters: Sempai Legends,GBA,2003,Misc,Atari,0.21,0.08,0,0.01,0.29,69,19,8,5
John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,0.23,0.03,0,0.02,0.29,43,7,2.3115668059546097,NA
Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.23,0.03,0,0.02,0.29,69,14,8.8,17
Resident Evil: Revelations 2,PS3,2015,Action,Capcom,0.06,0.05,0.16,0.02,0.29,68.11034298725116,NA,6.8,48
Heroes of the Pacific,PS2,2005,Simulation,Codemasters,0.14,0.11,0,0.04,0.29,76,31,8.4,15
Prince of Persia: Rival Swords,Wii,2007,Action,Ubisoft,0.24,0.02,0,0.02,0.29,70,30,7.7,21
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,0.29,74,25,7.8,19
Trace Memory,DS,2005,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,70,51,8.1,42
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision,0.25,0.01,0,0.02,0.29,84,30,8.2,43
Nicktoons: Battle for Volcano Island,GC,N/A,Action,Unknown,0.22,0.06,0,0.01,0.29,69.22923423066163,NA,7,4
Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,0.11,0.15,0,0.02,0.29,75,55,6.2,703
Madden NFL 08,XB,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,0.29,76,6,6,4
Trauma Center: New Blood,Wii,2007,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,77,43,8,20
Starhawk,PS3,2012,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77,71,7.8,188
Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,0.22,0.06,0,0.01,0.29,65,30,7.4,27
FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.2,0,0.03,0.29,68,4,3.7,16
Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71,30,7.2,12
The BIGS 2,Wii,2009,Sports,Take-Two Interactive,0.26,0.01,0,0.02,0.29,68,5,8.5,6
Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.23,0.04,0,0.02,0.29,43,44,6.8,87
Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0,0.03,0.29,47,21,6.3,160
Shrek Super Party,PS2,2002,Misc,TDK Mediactive,0.14,0.11,0,0.04,0.29,30,4,5.1,17
MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,0.23,0,0.04,0.02,0.29,83,12,8.4,45
"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,81,15,7.3,26
Dynasty Tactics,PS2,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79,14,8.1,31
Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.12,0.12,0,0.05,0.29,45,42,5.5,74
Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.14,0,0.05,0.29,49,6,3.6,23
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0,0.02,0.29,76,13,5.4,348
SimCity 4,PC,2003,Simulation,Electronic Arts,0.01,0.24,0,0.03,0.29,84,36,8.7,268
Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,0.26,0,0,0.02,0.29,71,17,6.2,5
Surf's Up,PS2,2007,Sports,Ubisoft,0.14,0.11,0,0.04,0.29,60,4,5.350289309168199,NA
Looney Tunes Racing,PS,2000,Racing,Infogrames,0.16,0.11,0,0.02,0.29,71,11,7.316521517129932,NA
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80,43,8.1,173
Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom,0.06,0.01,0.2,0.01,0.29,65,18,8.8,13
Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft,0.14,0.11,0,0.04,0.29,76,21,8.6,38
Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,0.06,0,0.22,0.01,0.29,56,14,7.5,4
Feel the Magic XY/XX,DS,2004,Puzzle,Sega,0.17,0,0.1,0.02,0.29,75,55,8.1,18
Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29,84,46,8.9,27
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0,0,0.02,0.29,70,12,7.137773134587956,NA
Dead Rising: Chop Till You Drop,Wii,2009,Action,Capcom,0.15,0.07,0.05,0.02,0.29,61,30,6.5,35
Spyro: A Hero's Tail,GC,2004,Platform,Vivendi Games,0.22,0.06,0,0.01,0.29,62,13,8.3,10
NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29,59,29,5.2,30
World of Tanks,PC,2011,Shooter,Wargaming.net,0,0.23,0,0.05,0.29,80,38,3.7,1466
Links 2004,XB,2003,Sports,Microsoft Game Studios,0.21,0.06,0,0.01,0.29,80,41,9,9
Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72,49,7.9,35
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.17,0.09,0,0.03,0.29,86,5,7.7,207
Earthworm Jim,GBA,2001,Platform,Interplay,0.2,0.08,0,0.01,0.29,72,10,5.7,6
Tales of Phantasia,GBA,2003,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,76,29,8.1,24
Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0,0,0.02,0.28,50,4,3.5628054837484404,NA
Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28,48,9,8.3,13
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,75,13,8.031515047297836,NA
Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0,0,0.28,0,0.28,74.2642448260087,NA,7.9,9
Disney's Extreme Skate Adventure,GBA,2003,Sports,Activision,0.2,0.08,0,0.01,0.28,70,6,7.137773134587956,NA
Dragon Ball GT: Transformation,GBA,2005,Action,Atari,0.2,0.08,0,0.01,0.28,69,12,8.2,26
Battlefield: Hardline,X360,2015,Shooter,Electronic Arts,0.17,0.09,0,0.03,0.28,53.00531120120994,NA,4.1,65
FIFA 15,PC,2014,Sports,Electronic Arts,0,0.27,0,0.02,0.28,82,9,4.2,383
The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01,0.28,85,55,8.2,21
Shadow Hearts,PS2,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,73,24,8.8,55
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,0.24,0.03,0,0.02,0.28,72,37,8.5,40
Haven: Call of the King,PS2,N/A,Platform,Midway Games,0.14,0.11,0,0.04,0.28,69,26,6.9,15
Street Hoops,XB,2002,Sports,Activision,0.21,0.06,0,0.01,0.28,58,22,8,4
X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,0.2,0.08,0,0.01,0.28,61,10,5.529037691710174,NA
R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games,0.14,0.11,0,0.04,0.28,66,35,6.2,5
The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.28,40,17,4.8,16
ATV Quad Power Racing 2,GC,2003,Racing,Acclaim Entertainment,0.22,0.06,0,0.01,0.28,70,18,9,4
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0,0.19,0.02,0.28,73,10,8.4,108
Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,0.21,0.06,0,0.01,0.28,58,34,7.5,20
Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.28,0.01,0.28,92,25,8.4,190
LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0,0.06,0.28,54,8,5.6,35
Viewtiful Joe,PS2,2004,Action,Capcom,0.14,0.11,0,0.04,0.28,90,34,8.5,35
DeathSmiles,X360,2009,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,76,29,8.4,47
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,0.18,0.08,0,0.02,0.28,61,70,4.8,80
Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58,23,7.9,28
SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0.12,0,0.03,0.28,59,39,7.4,50
Chromehounds,X360,2006,Simulation,Sega,0.24,0,0.01,0.02,0.28,71,60,7,72
Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28,56,14,7.6,21
Unreal Championship 2: The Liandri Conflict,XB,N/A,Shooter,Midway Games,0.22,0.05,0,0.01,0.28,85,54,8.2,21
Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01,0.28,68,41,8.5,27
Reel Fishing: Angler's Dream,Wii,2009,Sports,Zushi Games,0.25,0.01,0,0.02,0.28,72.02646233918777,NA,7.5,4
Shrek the Third,Wii,2007,Action,Activision,0.25,0.01,0,0.02,0.28,57,28,6.7,7
Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28,58,24,6.6,14
Pirates of the Caribbean: Dead Man's Chest,PSP,2006,Adventure,Disney Interactive Studios,0.25,0,0,0.02,0.28,52,34,8,17
Carol Vorderman's Sudoku,PS2,2006,Puzzle,Xplosiv,0,0.23,0,0.05,0.28,75,4,8.031515047297836,NA
Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,0.1,0.14,0.01,0.03,0.28,69,64,6.1,29
Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.12,0,0.03,0.28,59,53,6.7,30
Surf's Up,DS,2007,Sports,Ubisoft,0.26,0,0,0.02,0.28,56,5,7,4
Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft,0.15,0.11,0,0.03,0.28,69,20,7.3,22
Syphon Filter: Dark Mirror,PS2,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,70,24,7.8,12
Mission: Impossible - Operation Surma,PS2,2003,Platform,Atari,0.14,0.11,0,0.04,0.28,64,30,7.8,10
MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28,82,12,7.2,10
Pitfall: The Mayan Adventure,GBA,2001,Platform,Interplay,0.2,0.07,0,0.01,0.28,58,10,4.992792544084247,NA
Driver: Parallel Lines,PS2,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28,69,41,6.9,74
Mega Man ZX,DS,2006,Platform,Capcom,0.16,0,0.1,0.02,0.28,76,37,8.3,32
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,0.28,46,23,4.7,10
Disney's Treasure Planet,GBA,2002,Action,Ubisoft,0.2,0.07,0,0.01,0.28,68,6,6.780276369504005,NA
Guitar Hero: Van Halen,Wii,2009,Misc,Activision,0.13,0.12,0,0.03,0.28,50,12,5.2,6
Dead or Alive,PS,1998,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,84,10,8.6,18
Dead to Rights: Retribution,PS3,2010,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,60,44,5.9,27
Wild ARMs 5,PS2,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,0.28,71,26,7.5,22
NFL Blitz 20-02,PS2,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,76,22,8.9,15
El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78,46,7.5,40
Tony Hawk: Shred,PS3,2010,Sports,Activision,0.18,0.06,0,0.04,0.28,56,5,6.7,6
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01,0.28,80,18,7.8,4
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,N/A,Action,Disney Interactive Studios,0.22,0.06,0,0.01,0.28,71,17,7.316521517129932,NA
Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.1,0,0.02,0.28,75.94258169112439,NA,8.2,113
Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike,0.06,0,0.2,0.01,0.28,70,21,7.5,6
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0,0.01,0.28,65,8,6.244031221878077,NA
Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment,0.21,0.06,0,0.01,0.28,84,23,8.3,39
Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.13,0,0.05,0.28,65.87256050043024,NA,6.4,18
NES Remix,WiiU,2014,Action,Nintendo,0.17,0,0.08,0.02,0.28,71,34,7.1,133
Skylanders: Trap Team,3DS,2014,Action,Activision,0.16,0.1,0,0.02,0.28,49.089191849273334,NA,3.4,5
Bass Strike,PS2,2001,Sports,THQ,0.14,0.11,0,0.04,0.28,57,11,5.8,4
