rank,name,basename,genre,esrb_rating,platform,publisher,developer,jp_sales,year
10292,Suzumiya Haruhi no Yakusoku,suzumiya-haruhi-no-yakusoku,Adventure,unrated,playstation,Namco Bandai,Bandai Namco Games,0.15,2007
10293,FIFA 06: Road to FIFA World Cup,fifa-06-road-to-fifa-world-cup,Sports,E,xbox,EA Sports,EA Canada,0.01,2005
10299,World League Soccer,world-league-soccer,Sports,unrated,nintendo,Mindscape,Anco,0.15,1992
10301,Final Fantasy XI: Vana'diel Collection 2008,final-fantasy-xi-vanadiel-collection-2008,Role-Playing,T,xbox,Square Enix,Square Enix,0.01,2007
10307,Wasteland 2,wasteland-2,Role-Playing,unrated,playstation,Deep Silver,InXile Entertainment,0.03,2015
10310,Derby Stallion Gold,derby-stallion-gold,Sports,unrated,nintendo,Kadokawa Shoten,Enterbrain,0.15,2014
10314,J-League Victory Goal,j-league-victory-goal,Sports,unrated,other,Sega,Sega,0.15,1995
10322,Atelier Sophie: The Alchemist of the Mysterious Book,atelier-sophie-the-alchemist-of-the-mysterious-book,Role-Playing,T,playstation,Tecmo Koei,Gust,0.07,2016
10324,Derby Stallion 64,derby-stallion-64,Sports,unrated,nintendo,Media Factory,ParityBit,0.15,2001
10325,Doraemon 3: Nobi Dai no Machi SOS!,doraemon-3-nobi-dai-no-machi-sos,Platform,unrated,nintendo,Epoch,Epoch,0.09,2000
10328,White Knight Chronicles: Origins,white-knight-chronicles-origins,Role-Playing,unrated,playstation,Sony Computer Entertainment,SCE Japan Studio,0.09,2011
10332,Farming Simulator 2013,farming-simulator-2013,Simulation,E,playstation,Focus Home Interactive,Giants Software,0.02,2013
10343,Monster Hunter Diary: Poka Poka Airou Village DX,monster-hunter-diary-poka-poka-airou-village-dx,Action,unrated,nintendo,Capcom,From Software,0.15,2015
10347,Tetris Attack,tetris-attack,Puzzle,unrated,nintendo,Nintendo,Intelligent Systems,0.15,1996
10356,Ys: The Oath in Felghana,ys-the-oath-in-felghana,Role-Playing,T,playstation,Xseed Games,Nihon Falcom Corporation,0.04,2010
10358,Pro Yakyuu Spirits 6,pro-yakyuu-spirits-6,Sports,unrated,playstation,Konami,Konami,0.15,2009
10369,Winning Post 4,winning-post-4,Sports,unrated,playstation,KOEI,Koei/Inis,0.14,1999
10371,Fate/Extella: The Umbral Star,fate,Action,T,playstation,Xseed Games,Marvelous Entertainment,0.1,2017
10376,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,dragon-quest-heroes-ii-twin-kings-and-the-prophecys-end,Action,unrated,playstation,Square Enix,Omega Force,0.15,2016
10383,Attack on Titan,attack-on-titan,Action,unrated,playstation,Tecmo Koei,Omega Force,0.15,2017
10385,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,hoppechan-tsukutte-asonde-punipuni-town,Simulation,unrated,nintendo,Nippon Columbia,Nippon Columbia,0.15,2013
10387,Mobile Suit Gundam Side Story III: Sabakareshi Mono,mobile-suit-gundam-side-story-iii-sabakareshi-mono,Shooter,unrated,other,Bandai,Bec,0.15,1997
10392,Super Street Fighter II,super-street-fighter-ii,Fighting,unrated,other,Capcom,Capcom,0.15,1994
10394,Harvest Moon: Hero of Leaf Valley,harvest-moon-hero-of-leaf-valley,Simulation,E,playstation,Natsume,Marvelous Interactive,0.05,2010
10399,Metal Gear Solid: Peace Walker HD Edition,metal-gear-solid-peace-walker-hd-edition,Action,T,playstation,Unknown,Kojima Productions,0.15,2008
10400,Battle Stadium D.O.N,battle-stadium-don,Fighting,unrated,playstation,Bandai,Eighting,0.15,2006
10404,Yakuza: Ishin,yakuza-ishin,Adventure,unrated,playstation,Sega,Sega,0.15,2014
10405,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,no1-muscle-ranking-kinniku-banzuke-vol-2-aratanarugenkai-enochousen,Sports,unrated,playstation,Konami,Konami,0.14,2000
10407,Power Pro Kun Pocket 9,power-pro-kun-pocket-9,Sports,unrated,other,Konami,PawaPuro Production,0.15,2006
10408,Shenmue II,shenmue-ii,Adventure,unrated,other,Sega,Sega-AM2,0.15,2001
10409,Gundam Breaker 2,gundam-breaker-2,Action,unrated,playstation,Namco Bandai Games,Namco Bandai Games,0.15,2014
10410,Dragon Quest Builders 2,dragon-quest-builders-2,Adventure,RP,playstation,Square Enix,Square Enix,0.15,2019
10412,Armored Core: For Answer,armored-core-for-answer,Simulation,T,xbox,Ubisoft,From Software,0.07,2008
10416,Gear.Club Unlimited,gearclub-unlimited,Racing,E,nintendo,Microids,Eden Games,0.01,2017
10419,Toukiden 2,toukiden-2,Action,T,playstation,Tecmo Koei,Omega Force,0.1,2017
10420,SNK Arcade Classics Vol. 1,snk-arcade-classics-vol-1,Misc,T,playstation,SNK Playmore,Terminal Reality,0.01,2008
10422,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,ore-no-imouto-ga-konna-ni-kawaii-wake-ga-nai-portable,Adventure,unrated,playstation,Banpresto,Namco Bandai Games,0.15,2011
10437,Mobile Suit Gundam: Perfect One Year War,mobile-suit-gundam-perfect-one-year-war,Strategy,unrated,playstation,Bandai,Bandai,0.14,1997
10445,DrumMania,drummania,Simulation,unrated,playstation,Konami,Konami,0.15,2000
10448,Metroid Prime: Federation Force,metroid-prime-federation-force,Action,T,nintendo,Nintendo,Next Level Games,0.03,2016
10449,Record of Agarest War 2,record-of-agarest-war-2,Role-Playing,unrated,playstation,Aksys Games,Compile Heart,0.04,2012
10452,Power Pro Kun Pocket 1+2,power-pro-kun-pocket-12,Sports,unrated,nintendo,Konami,Diamond Head,0.14,2004
10453,Tamagotchi no Narikiri Channel,tamagotchi-no-narikiri-channel,Role-Playing,unrated,other,Namco Bandai,Bandai Namco Games,0.15,2009
10454,The Wizard of Oz: Beyond The Yellow Brick Road,the-wizard-of-oz-beyond-the-yellow-brick-road,Role-Playing,E,other,Xseed Games,Media.Vision,0,2009
10466,Devil Summoner: Soul Hackers,devil-summoner-soul-hackers,Role-Playing,unrated,playstation,Atlus,Atlus Co.,0.14,1999
10467,Shin Chan: Aventuras de Cine!,shin-chan-aventuras-de-cine,Platform,unrated,other,505 Games,Inti Creates,0.15,2008
10470,Tamagotchi Collection,tamagotchi-collection,Misc,unrated,other,Namco Bandai,Bandai Namco Games,0.15,2011
10481,Summon Night 5,summon-night-5,Role-Playing,unrated,playstation,Gaijinworks,Felistella,0.15,2015
10483,Black * Rock Shooter: The Game,black-rock-shooter-the-game,Role-Playing,RP,playstation,Unknown,imageepoch Inc.,0.15,2020
10485,Dragon Ball Z: Idainaru Dragon Ball Densetsu,dragon-ball-z-idainaru-dragon-ball-densetsu,Fighting,unrated,other,Bandai,TOSE,0.15,1996
10490,Kamen Rider: Climax Heroes OOO,kamen-rider-climax-heroes-ooo,Fighting,unrated,nintendo,Namco Bandai,Eighting,0.15,2010
10492,Super Robot Wars V,super-robot-wars-v,Role-Playing,unrated,playstation,Namco Bandai Games,B.B. Studio,0.15,2017
10493,Wizardry VII: Gadeia no Houshu,wizardry-vii-gadeia-no-houshu,Role-Playing,unrated,playstation,Sony Computer Entertainment,Locus,0.14,1995
10498,Cave Story 3D,cave-story-3d,Platform,E10,nintendo,NIS America,Nicalis,0.01,2011
10500,Tamagotchi no Appare! Niji Venture,tamagotchi-no-appare-niji-venture,Role-Playing,unrated,other,Namco Bandai,Jupiter Corporation,0.14,2007
10501,Adventures to Go!,adventures-to-go,Role-Playing,E10,playstation,Natsume,Global A Entertainment,0.01,2009
10512,QuickSpot,quickspot,Misc,E10,other,Namco Bandai,Namco Bandai Games America,0.13,2007
10513,Tennis no Oji-Sama: Aim at The Victory!,tennis-no-oji-sama-aim-at-the-victory,Sports,unrated,nintendo,Konami,Konami,0.14,2002
10517,"Lunar 2: Eternal Blue(sales, but wrong system)","but wrong system)""",Role-Playing,unrated,other,Game Arts,Game Arts,0.14,1994
10520,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,blue-reflection-maboroshi-ni-mau-shoujo-no-ken,Role-Playing,M,playstation,Tecmo Koei,Gust,0.06,2017
10522,Heroes of Mana,heroes-of-mana,Strategy,E10,other,Square Enix,Brownie Brown,0.05,2007
10530,Sakura Wars GB,sakura-wars-gb,Adventure,unrated,nintendo,Media Factory,Media Factory,0.14,2000
10531,Shining Force CD,shining-force-cd,Strategy,E,other,Sega,Camelot Software Planning,0.14,1994
10532,Class of Heroes,class-of-heroes,Role-Playing,T,playstation,Atlus,ZeroDiv,0.08,2009
10538,Cyberdimension Neptunia: 4 Goddesses Online,cyberdimension-neptunia-4-goddesses-online,Role-Playing,T,playstation,Idea Factory International,Compile Heart,0.07,2017
10539,Gungnir,gungnir,Role-Playing,T,playstation,Atlus,Sting,0.04,2012
10540,Okaeri! Chibi-Robo! Happy Richie Oosouji,okaeri-chibi-robo-happy-richie-oosouji,Adventure,unrated,other,Nintendo,skip Ltd.,0.14,2009
10545,Grand Kingdom,grand-kingdom,Role-Playing,T,playstation,NIS America,Monochrome Corporation,0.04,2016
10549,Super Robot Taisen OG Saga: Endless Frontier (JP sales),super-robot-taisen-og-saga-endless-frontier-jp-sales,Role-Playing,T,other,Atlus,Monolith Soft,0.14,2009
10552,Hexyz Force,hexyz-force,Role-Playing,T,playstation,Atlus,Sting,0.06,2010
10553,Sengoku Musou 3 Empires,sengoku-musou-3-empires,Action,unrated,playstation,Tecmo Koei,Omega Force,0.14,2011
10556,Arslan: The Warriors of Legend,arslan-the-warriors-of-legend,Action,T,playstation,Tecmo Koei,Koei Tecmo Games,0.06,2016
10571,Kenka Banchou 5: Otoko no Housoku,kenka-banchou-5-otoko-no-housoku,Action,unrated,playstation,Spike,Spike,0.14,2011
10572,Naruto: Ninja Council 3 (JP sales),naruto-ninja-council-3-jp-sales,Action,E10,other,D3 Publisher,Aspect,0.13,2007
10574,Doshin the Giant,doshin-the-giant,Simulation,unrated,nintendo,Nintendo,Param,0.14,2002
10575,Pro Baseball Spirits 2015,pro-baseball-spirits-2015,Sports,unrated,playstation,Konami Digital Entertainment,"Konami Digital Entertainment, Inc.",0.14,2015
10578,Star Ocean: Blue Sphere,star-ocean-blue-sphere,Role-Playing,unrated,nintendo,Enix,tri-Ace,0.14,2001
10579,Front Mission Alternative,front-mission-alternative,Strategy,unrated,playstation,Square,SquareSoft,0.13,1997
10580,Kamen Rider Ryuki,kamen-rider-ryuki,Action,unrated,playstation,Bandai,Bandai,0.13,2002
10584,F1 2011,f1-2011,Racing,E,playstation,Codemasters,Codemasters,0.01,2012
10585,Power Stone,power-stone,Fighting,T,other,Capcom,Capcom,0.14,1999
10587,Uta no * Prince-Sama: Repeat,uta-no-prince-sama-repeat,Adventure,unrated,playstation,Broccoli,Broccoli,0.14,2011
10588,Senran Kagura Burst,senran-kagura-burst,Action,T,nintendo,Xseed Games,Tamsoft,0.14,2013
10590,Dragon Quest Builders 2,dragon-quest-builders-2,Adventure,RP,nintendo,Square Enix,Square Enix,0.14,2019
10595,.hack//Link,.hack,Role-Playing,unrated,playstation,Namco Bandai,CyberConnect2,0.14,2010
10601,Run for Money CHO Tousouchuu,run-for-money-cho-tousouchuu,Action,unrated,nintendo,Namco Bandai Games,Bandai Namco Games,0.14,2015
10602,Victorious Boxers: Revolution,victorious-boxers-revolution,Fighting,T,nintendo,Xseed Games,Cavia Inc.,0.06,2007
10603,The Legend of Heroes II: Prophecy of the Moonlight Witch,the-legend-of-heroes-ii-prophecy-of-the-moonlight-witch,Role-Playing,E10,playstation,Namco Bandai,MiCROViSion Inc. / Falcom Corporation,0.11,2006
10613,Okami HD,okami-hd,Action-Adventure,T,playstation,Capcom,HexaDrive,0.14,2012
10614,Marvel vs. Capcom 2,marvel-vs-capcom-2,Fighting,T,other,Capcom,Capcom,0.14,2000
10617,PANGYA: Fantasy Golf,pangya-fantasy-golf,Sports,E10,playstation,Tommo,Ntreev Soft,0.04,2009
10618,Shining Resonance,shining-resonance,Role-Playing,unrated,playstation,Sega,Media.Vision,0.14,2014
10622,Soukaigi,soukaigi,Role-Playing,unrated,playstation,Square,Yuke's,0.13,1998
10624,Xevious 3D/G+,xevious-3d,Shooter,E,playstation,Namco,Namco,0.11,1997
10627,Pro Yakyuu Spirits 2014,pro-yakyuu-spirits-2014,Sports,unrated,playstation,Konami Digital Entertainment,Konami,0.14,2014
10633,Murdered: Soul Suspect,murdered-soul-suspect,Action-Adventure,M,playstation,Square Enix,Airtight Games,0.02,2014
10635,Under Night In-Birth,under-night-in-birth,Fighting,T,playstation,Aksys Games,Ecole Software,0.05,2015
10637,Yu-Gi-Oh! Monster Capture GB,yu-gi-oh-monster-capture-gb,Role-Playing,unrated,nintendo,Konami,Konami,0.14,2000
10640,Hero's Saga Laevatein Tactics,heros-saga-laevatein-tactics,Role-Playing,T,other,Aksys Games,GungHo,0,2009
10642,Metal Slug Anthology,metal-slug-anthology,Shooter,T,nintendo,SNK Playmore,Terminal Reality,0,2006
10660,Naruto RPG 2: Chidori vs Rasengan,naruto-rpg-2-chidori-vs-rasengan,Role-Playing,unrated,other,Tomy Corporation,Tomy Corporation,0.14,2005
10662,TRINITY: Souls of Zill O'll,trinity-souls-of-zill-oll,Role-Playing,T,playstation,Tecmo Koei,Omega Force,0.03,2011
10665,Project V6,project-v6,Strategy,unrated,playstation,General Entertainment,General Entertainment,0.13,1998
10669,Akiba's Trip,akibas-trip,Adventure,unrated,playstation,Acquire,PROPE,0.14,2011
10673,Gundam: The Battle Master,gundam-the-battle-master,Fighting,unrated,playstation,Bandai,Bandai,0.13,1997
10675,AShin Chan Flipa en colores!,ashin-chan-flipa-en-colores,Platform,unrated,other,505 Games,Inti Creates,0.14,2007
10677,Taiko no Tatsujin: Don Don! Mystery Adventure,taiko-no-tatsujin-don-don-mystery-adventure,Music,unrated,nintendo,Namco Bandai Games,Namco Bandai Games,0.14,2016
10680,Guilty Gear Xrd -Revelator-,guilty-gear-xrd-revelator-,Fighting,T,playstation,Aksys Games,Arc System Works,0.07,2016
10683,Kidou Senshi Gundam: Shin Gihren no Yabou,kidou-senshi-gundam-shin-gihren-no-yabou,Strategy,unrated,playstation,Namco Bandai,Namco Bandai Games,0.14,2011
10686,Assassination Classroom: Grand Siege on Korosensei,assassination-classroom-grand-siege-on-korosensei,Action,unrated,nintendo,Namco Bandai Games,Bandai Namco Games,0.14,2015
10689,Mr. Driller: Drill Spirits,mr-driller-drill-spirits,Puzzle,E,other,Namco,Namco,0.05,2004
10693,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?","badman what did i do to deserve this""",Role-Playing,T,playstation,NIS America,Acquire,0.13,2009
10699,Fate/Unlimited Codes,fate,Fighting,unrated,playstation,Capcom,Eighting,0.14,2008
10702,Epidemic,epidemic,Shooter,E,playstation,Sony Computer Entertainment,Genki,0.1,1996
10706,Dead or Alive 2,dead-or-alive-2,Fighting,T,other,Tecmo,Team Ninja,0.14,2000
10707,X-Blades,x-blades,Action,M,xbox,SouthPeak Interactive,Gaijin Entertainment,0.02,2009
10710,Wild ARMs XF,wild-arms-xf,Role-Playing,E10,playstation,Xseed Games,Media.Vision,0.06,2008
10715,Just Cause,just-cause,Action,M,xbox,Eidos Interactive,Avalanche Studios,0.01,2006
10716,Chikyuu Boueigun 2 Portable,chikyuu-boueigun-2-portable,Action,unrated,playstation,D3 Publisher,Sandlot,0.14,2011
10719,Gyakuten Saiban 2,gyakuten-saiban-2,Action,unrated,nintendo,Capcom,Capcom,0.14,2002
10726,Desire,desire,Adventure,unrated,other,Imadio,Imadio,0.14,1997
10729,Mega Man X Legacy Collection 1+2,mega-man-x-legacy-collection-12,Platform,unrated,playstation,Capcom Entertainment,Digital Eclipse Software,0.05,2018
10733,Power Pro Kun Pocket 8,power-pro-kun-pocket-8,Sports,unrated,other,Konami,PawaPuro Production,0.14,2005
10739,Dino Crisis 3,dino-crisis-3,Action,M,xbox,Capcom,Capcom Production Studio 4,0.03,2003
10743,The King of Fighters '94 (CD),the-king-of-fighters-94-cd,Fighting,unrated,other,SNK,SNK Corporation,0.14,1994
10747,Secret Agent Clank,secret-agent-clank,Platform,E10,playstation,Sony Computer Entertainment,High Impact Games,0.04,2008
10750,Dynasty Warriors 7: Empires,dynasty-warriors-7-empires,Action,unrated,playstation,Tecmo Koei,Omega Force,0.14,2012
10752,Jikkyou Powerful Pro Yakyuu Wii,jikkyou-powerful-pro-yakyuu-wii,Sports,unrated,nintendo,Konami,PawaPuro Production,0.14,2007
10759,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,ultimate-muscle-the-kinnikuman-legacy-legends-vs-new-generation,Fighting,T,nintendo,Bandai,Aki Corporation,0.08,2003
10763,Space Venus starring Morning Musume,space-venus-starring-morning-musume,Misc,unrated,playstation,Sony Music Entertainment,Sony Music Entertainment Inc.,0.14,2001
10765,To Heart,to-heart,Adventure,unrated,playstation,Aquaplus,Aquaplus,0.13,1999
10767,Doukyuusei,doukyuusei,Adventure,unrated,pc,NEC,Flight Plan,0.14,1995
10768,RockMan & Forte,rockman-amp-forte,Platform,unrated,nintendo,Capcom,Capcom,0.14,1998
10769,The Walking Dead: Season Two,the-walking-dead-season-two,Misc,unrated,playstation,Telltale Games,Unknown,0.02,2014
10772,Persona 4 Arena Ultimax,persona-4-arena-ultimax,Fighting,T,playstation,Atlus,Arc System Works,0.13,2014
10773,Gundam Breaker 3,gundam-breaker-3,Action,unrated,playstation,Namco Bandai Games,Namco Bandai Games,0.14,2016
10777,Pro Yakyuu Netsu Star 2006,pro-yakyuu-netsu-star-2006,Sports,unrated,playstation,Namco,Namco,0.14,2006
10779,Rodea the Sky Soldier,rodea-the-sky-soldier,Action-Adventure,E10,nintendo,NIS America,Kadokawa Games,0.01,2015
10782,Cyber Sled,cyber-sled,Action,E,playstation,Namco,Namco,0.13,1995
10783,Puyo Puyo!! 20th Anniversary,puyo-puyo-20th-anniversary,Puzzle,unrated,other,Sega,Sega,0.14,2011
10784,Shining Soul,shining-soul,Role-Playing,E,nintendo,Atlus,Next Entertainment,0.09,2003
10785,Ys VIII: Lacrimosa of Dana,ys-viii-lacrimosa-of-dana,Role-Playing,T,playstation,NIS America,Falcom,0.11,2017
10786,Ape Escape Academy (jp sales),ape-escape-academy-jp-sales,Party,E10,playstation,Sony Computer Entertainment,Shift,0.13,2006
10791,In the Hunt,in-the-hunt,Shooter,E,playstation,THQ,Xing Entertainment,0.07,1996
10792,Daytona USA Championship Circuit Edition,daytona-usa-championship-circuit-edition,Racing,E,other,Sega,Sega-AM3,0.14,1996
10793,Marvel vs. Capcom 2,marvel-vs-capcom-2,Fighting,T,xbox,Capcom,Capcom,0.01,2003
10800,Deception IV: Blood Ties,deception-iv-blood-ties,Action,M,playstation,Tecmo Koei,Tecmo Koei Games,0.07,2014
10803,Houshinengi,houshinengi,Strategy,unrated,playstation,KOEI,Koei / Inis,0.13,1998
10804,Valhalla Knights: Eldar Saga,valhalla-knights-eldar-saga,Role-Playing,T,nintendo,Xseed Games,K2 / Kurogane,0.01,2009
10806,7th Dragon,7th-dragon,Role-Playing,unrated,other,Sega,imageepoch Inc.,0.14,2009
10813,World Soccer Winning Eleven 9 Bonus Pack,world-soccer-winning-eleven-9-bonus-pack,Sports,unrated,playstation,Konami,Konami Computer Entertainment Tokyo,0.14,2006
10818,Hyperdimension Neptunia Re;Birth1,hyperdimension-neptunia-rebirth1,Role-Playing,T,playstation,Idea Factory,Idea Factory,0.07,2014
10821,Fairy Fencer F: Advent Dark Force,fairy-fencer-f-advent-dark-force,Role-Playing,T,playstation,Idea Factory International,Compile Heart,0.06,2016
10823,Jikkyou Powerful Pro Baseball Heroes,jikkyou-powerful-pro-baseball-heroes,Action,unrated,nintendo,Konami Digital Entertainment,Konami,0.14,2016
10825,Kamen Rider Battle: Ganbaride Card Battle Taisen,kamen-rider-battle-ganbaride-card-battle-taisen,Strategy,unrated,other,Namco Bandai,Bandai Namco Games,0.14,2010
10829,Metal Slug 7,metal-slug-7,Shooter,T,other,Ignition Entertainment,SNK Playmore Corporation,0.01,2008
10830,Guilty Gear,guilty-gear,Fighting,T,playstation,Atlus,Arc System Works,0.07,1998
10831,Gyakuten Saiban 2,gyakuten-saiban-2,Adventure,unrated,nintendo,Capcom,Capcom,0.14,2002
10843,Metal Gear Solid V: Ground Zeroes,metal-gear-solid-v-ground-zeroes,Action-Adventure,M,xbox,Konami Digital Entertainment,Kojima Productions,0.01,2014
10846,Naruto Shippuden: Kizuna Drive,naruto-shippuden-kizuna-drive,Action,T,playstation,Namco Bandai,Bandai Namco Games,0.05,2011
10849,X-Blades,x-blades,Action,M,playstation,SouthPeak Interactive,Gaijin Entertainment,0.02,2009
10853,Magnetica,magnetica,Puzzle,E,other,Nintendo,Mitchell,0.03,2006
10855,Queen's Gate: Spiral Chaos,queens-gate-spiral-chaos,Role-Playing,unrated,playstation,Namco Bandai,Bandai Namco Games,0.14,2011
10856,Nayuta no Kiseki,nayuta-no-kiseki,Action,unrated,playstation,Nihon Falcom Corp,Nihon Falcom Corporation,0.14,2012
10861,Resident Evil: Revelations 2,resident-evil-revelations-2,Action,M,playstation,Sony Computer Entertainment,Capcom,0.08,2015
10870,Final Fantasy XI: Rise of the Zilart,final-fantasy-xi-rise-of-the-zilart,Role-Playing,unrated,playstation,Square Enix,Square Enix,0.13,2003
10874,Nobunaga no Yabou: Tendou,nobunaga-no-yabou-tendou,Strategy,unrated,playstation,KOEI,Koei,0.13,2010
10877,Medalot 7,medalot-7,Role-Playing,unrated,nintendo,Rocket Company,Delta Factory,0.13,2012
10881,Suzumiya Haruhi no Tomadoi,suzumiya-haruhi-no-tomadoi,Adventure,unrated,playstation,Banpresto,Banpresto,0.13,2008
10882,Dragon Quest Builders: Revive Alefgard,dragon-quest-builders-revive-alefgard,Role-Playing,E10,playstation,Square Enix,Square Enix,0.13,2016
10890,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,hisshou-pachinkopachi-slot-kouryaku-series-vol-1-cr-shinseiki-evangelion,Misc,unrated,playstation,D3 Publisher,Bisty,0.13,2005
