rank,name,basename,genre,esrb_rating,platform,publisher,developer,na_sales,year
12808,Romance of the Three Kingdoms X,romance-of-the-three-kingdoms-x,Strategy,T,other,KOEI,Koei,0.04,2005
12809,Brigandine: The Legend of Forsena,brigandine-the-legend-of-forsena,Strategy,E,other,Atlus,Hearty Robin,0.05,1998
12811,MX SuperFly featuring Ricky Carmichael,mx-superfly-featuring-ricky-carmichael,Racing,E,nintendo,THQ,Pacific Coast Power & Light,0.07,2002
12812,Disney's The Haunted Mansion,disneys-the-haunted-mansion,Platform,T,xbox,TDK Mediactive,High Voltage Software,0.07,2003
12815,Bass Pro Shops: The Hunt,bass-pro-shops-the-hunt,Sports,T,xbox,Griffin International,Piranha Games,0.08,2010
12816,Go Play: City Sports,go-play-city-sports,Sports,E,nintendo,Majesco,Digital Embryo,0.08,2009
12817,The Daring Game for Girls,the-daring-game-for-girls,Adventure,E,nintendo,Majesco,WXP,0.09,2010
12820,Riviera: The Promised Land,riviera-the-promised-land,Role-Playing,T,other,Atlus,Sting,0.07,2007
12823,Toy Soldiers: War Chest,toy-soldiers-war-chest,Action,T,other,Ubisoft,Signal Studios,0.07,2015
12825,NASCAR: Dirt to Daytona,nascar-dirt-to-daytona,Racing,E,nintendo,Infogrames,Monster Games Inc.,0.07,2002
12827,Road Trip,road-trip,Racing,E,other,Conspiracy Entertainment,E-game,0.04,2002
12829,Challenge Me: Brain Puzzles 2,challenge-me-brain-puzzles-2,Puzzle,E,other,O-Games,O Games,0.05,2010
12831,Major League Baseball 2K11,major-league-baseball-2k11,Sports,E,other,2K Sports,Visual Concepts,0.08,2011
12832,Tom Clancy's EndWar,tom-clancys-endwar,Strategy,T,other,Ubisoft,Funatics Software,0.08,2008
12833,Puchi Puchi Virus,puchi-puchi-virus,Puzzle,E,other,NIS America,Keys Factory,0.08,2009
12836,Animal Planet: Vet Life,animal-planet-vet-life,Simulation,E,nintendo,Activision,Activision,0.08,2009
12837,Top Gun: Firestorm Advance,top-gun-firestorm-advance,Shooter,E,nintendo,Titus,Titus Software,0.07,2002
12838,Wonder World Amusement Park,wonder-world-amusement-park,Misc,E,other,Majesco,Coyote Console,0.08,2009
12839,NERF N-Strike: Double Blast Bundle,nerf-n-strike-double-blast-bundle,Shooter,E10,nintendo,Electronic Arts,EA Salt Lake,0.09,2010
12840,The Wolf Among Us,the-wolf-among-us,Adventure,M,other,Telltale Games,Telltale Games,0.05,2014
12841,Project Eden,project-eden,Action,T,other,Eidos Interactive,Core Design Ltd.,0.04,2001
12842,Persona 4 Arena Ultimax,persona-4-arena-ultimax,Fighting,T,xbox,Atlus,Arc System Works,0.07,2014
12843,Dark Souls Trilogy,dark-souls-trilogy,Role-Playing,M,other,Bandai Namco Entertainment,From Software,0.07,2018
12844,JASF: Jane's Advanced Strike Fighters,jasf-janes-advanced-strike-fighters,Simulation,T,xbox,Unknown,Trickstar Games,0.06,2011
12845,Def Jam Fight For NY: The Takeover,def-jam-fight-for-ny-the-takeover,Action,M,other,Electronic Arts,Aki Corp,0.08,2006
12848,Back to the Future: The Game,back-to-the-future-the-game,Adventure,T,other,Telltale Games,Telltale Games,0.07,2011
12849,Ghosthunter,ghosthunter,Action,T,other,Namco,SCEE Cambridge,0.04,2004
12850,The Amazing Spider-Man (2012),the-amazing-spider-man-2012,Action-Adventure,T,nintendo,Activision,Beenox,0.05,2013
12851,Last Rebellion,last-rebellion,Role-Playing,T,other,NIS America,Hit Maker,0.06,2010
12854,Beyblade Evolution,beyblade-evolution,Action,E,nintendo,D3 Publisher,Rising Star Games,0.06,2013
12855,Hello Kitty's Cube Frenzy,hello-kittys-cube-frenzy,Puzzle,E,other,NewKidCo,Culture Publishers,0.05,1999
12856,Lock's Quest,locks-quest,Strategy,E,other,THQ,5TH Cell,0.08,2008
12857,Legend of the Guardians: The Owls of Ga'Hoole,legend-of-the-guardians-the-owls-of-gahoole,Action,E10,other,Warner Bros. Interactive,Krome Studios,0.07,2010
12858,Obscure: The Aftermath,obscure-the-aftermath,Adventure,M,other,Playlogic Game Factory,Hydravision Entertainment,0.05,2009
12861,Astro Boy: Omega Factor,astro-boy-omega-factor,Action,E,nintendo,Sega,Hitmaker,0.06,2004
12863,Spectral Force Genesis,spectral-force-genesis,Role-Playing,T,other,Ignition Entertainment,Neverland Company,0.08,2010
12864,Fullmetal Alchemist: Dual Sympathy,fullmetal-alchemist-dual-sympathy,Role-Playing,T,other,Destineer,Bandai,0.05,2006
12866,Brain Age: Concentration Training,brain-age-concentration-training,Education,E,nintendo,Nintendo,Nintendo,0.08,2013
12868,Tornado Outbreak,tornado-outbreak,Action,E10,other,Konami,Loose Cannon Studios,0.08,2009
12869,Import Tuner Challenge (American sales),import-tuner-challenge-american-sales,Racing,E,xbox,Ubisoft,Genki,0.07,2006
12871,Rugby 2005,rugby-2005,Sports,E,other,EA Sports,HB Studios Multimedia,0.04,2005
12873,Batman Beyond: Return of the Joker,batman-beyond-return-of-the-joker,Action,E,nintendo,Ubisoft,Kemco,0.07,2000
12874,Castlevania Dracula X,castlevania-dracula-x,Platform,E,nintendo,Konami,Konami,0.03,1995
12875,Golden Nugget 64,golden-nugget-64,Misc,E,nintendo,Electronic Arts,Westwood Studios,0.07,1998
12878,Robotron 64,robotron-64,Shooter,T,nintendo,Crave Entertainment,Player 1,0.07,1998
12880,V-Rally Edition 99,v-rally-edition-99,Racing,E,nintendo,Infogrames,Eden Studios,0.07,1999
12881,Playmobil Circus,playmobil-circus,Action,E,nintendo,DreamCatcher Interactive,Morgen Studios,0.06,2009
12882,Quantum Theory,quantum-theory,Shooter,M,xbox,Tecmo Koei,Team Tachyon,0.06,2010
12886,NASCAR The Game: Inside Line,nascar-the-game-inside-line,Racing,E,other,Activision,Eutechnyx,0.07,2012
12887,Tunnel B1,tunnel-b1,Shooter,E,other,Acclaim Entertainment,Neon,0.05,1996
12888,2-in-1 Game Pack: Spider-Man & Spider-Man 2,2-in-1-game-pack-spider-man-amp-spider-man-2,Platform,E,nintendo,Activision,Digital Eclipse,0.06,2005
12889,Scooby-Doo! Unmasked,scooby-doo-unmasked,Platform,E,other,THQ,Artificial Mind and Movement,0.07,2005
12890,Porsche Challenge,porsche-challenge,Racing,E,other,Sony Computer Entertainment,SCEE London Studio,0.05,1997
12896,Space Chimps,space-chimps,Platform,E10,nintendo,Brash Entertainment,Red Tribe,0.08,2008
12898,Sega Casino,sega-casino,Misc,T,other,Sega,TOSE,0.08,2005
12900,World Championship Games: A Track & Field Event,world-championship-games-a-track-amp-field-event,Sports,E,other,Game Factory,Code Monkeys,0.08,2009
12902,Justice League Heroes,justice-league-heroes,Role-Playing,E10,other,Warner Bros. Interactive,Sensory Sweep,0.08,2006
12903,Fishing Master World Tour,fishing-master-world-tour,Sports,E,nintendo,Hudson Entertainment,Hudson Soft,0.08,2009
12904,Scrabble,scrabble,Misc,E,other,Electronic Arts,Stainless Games,0.08,2009
12906,Damnation,damnation,Shooter,M,other,Codemasters,Blue Omega Entertainment,0.07,2009
12907,Paragon,paragon,Action,T,other,Sony Interactive Entertainment,Epic Games,0.07,2016
12908,Borderlands 2 VR,borderlands-2-vr,Shooter,M,other,2K Games,Gearbox Software,0.07,2018
12909,Deadliest Catch: Sea of Chaos,deadliest-catch-sea-of-chaos,Sports,E10,xbox,Crave Entertainment,Double Tap,0.08,2010
12910,Zoids Assault,zoids-assault,Strategy,T,xbox,Atlus,Atlus Co.,0.08,2008
12911,Mystic Heroes,mystic-heroes,Action,T,nintendo,KOEI,Koei,0.03,2002
12914,GRID: Autosport,grid-autosport,Racing,E,xbox,Codemasters,Codemasters,0.03,2014
12915,Defender,defender,Shooter,T,xbox,Midway Games,7 Studios,0.07,2002
12916,Dora's Big Birthday Adventure,doras-big-birthday-adventure,Misc,E,other,2K Play,"Black Lantern Studios, Inc.",0.08,2010
12917,FIFA Street 3,fifa-street-3,Sports,E,other,EA Sports BIG,EA Canada,0.06,2008
12918,Train Sim World,train-sim-world,Simulation,unrated,other,Maximum Games,Dovetail Games,0.05,2018
12921,Cake Mania: Main Street,cake-mania-main-street,Simulation,E10,other,Majesco,Sandlot Games,0.08,2011
12922,Pillow Pets,pillow-pets,Adventure,E,other,GameMill,GameMill Publishing,0.08,2011
12924,Viewtiful Joe: Red Hot Rumble,viewtiful-joe-red-hot-rumble,Action,T,other,Capcom,Clover Studio,0.08,2006
12925,Ratchet & Clank Future: Quest for Booty,ratchet-amp-clank-future-quest-for-booty,Platform,E10,other,Sony Computer Entertainment,Insomniac Games,0.01,2008
12926,Freestyle Metal X,freestyle-metal-x,Racing,T,other,Midway Games,Deibus Studios,0.04,2003
12927,Karaoke Revolution Presents American Idol Encore 2,karaoke-revolution-presents-american-idol-encore-2,Misc,E10,xbox,Konami,Blitz Games,0.08,2008
12928,Pipe Mania,pipe-mania,Puzzle,E,other,Empire Interactive,Razorworks Studios,0.08,2008
12931,Mahjong Cub3D,mahjong-cub3d,Puzzle,E,nintendo,Atlus,SunSoft,0.07,2011
12932,Summon Night 6: Lost Borders,summon-night-6-lost-borders,Role-Playing,T,other,Gaijinworks,Media.Vision,0.03,2017
12933,Dark Angel: Vampire Apocalypse,dark-angel-vampire-apocalypse,Role-Playing,T,other,Metro 3D,Metro3D,0.04,2001
12935,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,other,Konami Digital Entertainment,Konami Digital Entertainment,0.01,2017
12936,Star Wars: Empire at War - Gold Pack,star-wars-empire-at-war-gold-pack,Strategy,T,pc,LucasArts,Petroglyph Games,0.01,2007
12937,Family GameShow,family-gameshow,Misc,E,nintendo,Storm City Games,Zushi Games Ltd,0.08,2010
12938,Life Is Strange: Before the Storm,life-is-strange-before-the-storm,Adventure,M,xbox,Square Enix,Deck Nine,0.07,2018
12939,Dark Rose Valkyrie,dark-rose-valkyrie,Role-Playing,T,other,Idea Factory International,Compile Heart,0.04,2017
12942,Remington Super Slam Hunting: Alaska,remington-super-slam-hunting-alaska,Sports,T,nintendo,Mastiff,Mastiff,0.08,2011
12943,Supreme Commander,supreme-commander,Strategy,E10,xbox,Aspyr,Gas Powered Games,0.07,2008
12944,Super Puzzle Fighter II,super-puzzle-fighter-ii,Puzzle,E,nintendo,Capcom,Atomic Planet Entertainment,0.06,2003
12946,Petz: Saddle Club,petz-saddle-club,Simulation,E,other,Ubisoft,Digital Kids,0.08,2009
12947,Rock Band Country Track Pack 2,rock-band-country-track-pack-2,Misc,E10,nintendo,MTV Games,Harmonix Music Systems,0.08,2011
12948,Knights in the Nightmare,knights-in-the-nightmare,Role-Playing,T,other,Atlus,Sting,0.06,2010
12950,Red Bull BC One,red-bull-bc-one,Misc,E,other,Ignition Entertainment,Playlogic Game Factory,0.08,2008
12951,Karaoke Revolution Presents American Idol Encore,karaoke-revolution-presents-american-idol-encore,Misc,E,other,Konami,Blitz Games,0.08,2008
12952,Just Dance: Disney Party 2,just-dance-disney-party-2,Music,E,nintendo,Ubisoft,Ubisoft San Francisco,0.07,2015
12953,The Wolf Among Us,the-wolf-among-us,Adventure,unrated,xbox,Telltale Games,Telltale Games,0.06,2014
12957,Transworld Snowboarding,transworld-snowboarding,Sports,T,xbox,Atari,Housemarque,0.07,2002
12958,NFL Blitz 20-02,nfl-blitz-20-02,Sports,E,nintendo,Midway Games,Point of View,0.07,2002
12959,R-Type Command,r-type-command,Strategy,E10,other,Atlus,Irem Software Engineering,0.07,2008
12960,Sniper Elite,sniper-elite,Shooter,M,xbox,Namco,Rebellion Developments,0.07,2005
12961,World Soccer Winning Eleven 8 International,world-soccer-winning-eleven-8-international,Sports,E,xbox,Konami,Konami Computer Entertainment Tokyo,0.07,2005
12962,Duke Nukem 3D: 20th Anniversary World Tour,duke-nukem-3d-20th-anniversary-world-tour,Shooter,M,other,Gearbox Software,Gearbox Software,0.07,2016
12963,Ski and Shoot,ski-and-shoot,Sports,E,nintendo,Conspiracy Entertainment,49Games,0.04,2008
12964,Black & White 2,black-amp-white-2,Strategy,T,pc,Electronic Arts,Lionhead Studios,0.01,2005
12965,Test Drive: Eve of Destruction,test-drive-eve-of-destruction,Racing,T,xbox,Atari,Monster Games Inc.,0.07,2004
12966,Crimson Sea,crimson-sea,Action,T,xbox,KOEI,Koei,0.04,2002
12967,ATV Drift & Tricks,atv-drift-amp-tricks,Racing,E,other,Maximum Games,Artefacts Studio,0.07,2017
12968,The Mummy: Tomb of the Dragon Emperor,the-mummy-tomb-of-the-dragon-emperor,Adventure,T,other,Sierra Entertainment,Artificial Mind and Movement,0.08,2008
12970,BIT.TRIP COMPLETE,bittrip-complete,Misc,E,nintendo,Aksys Games,Gaijin Games Inc.,0.06,2011
12971,The Weakest Link,the-weakest-link,Misc,E,other,Activision,Traveller's Tales,0.05,2001
12973,The Mummy: Tomb of the Dragon Emperor,the-mummy-tomb-of-the-dragon-emperor,Adventure,T,nintendo,Sierra Entertainment,Eurocom Entertainment Software,0.08,2008
12974,MLB Superstars,mlb-superstars,Sports,E,nintendo,2K Sports,Deep Fried Entertainment,0.08,2008
12975,Jambo! Safari Animal Rescue,jambo-safari-animal-rescue,Simulation,E,nintendo,Sega,Full Fat,0.07,2009
12977,Ikaruga,ikaruga,Shooter,E,nintendo,Atari,"Treasure Co., Ltd.",0.07,2003
12978,Ys I & II Chronicles,ys-i-amp-ii-chronicles,Role-Playing,T,other,Xseed Games,Nihon Falcom Corporation,0.05,2011
12979,Spider-Man: Edge of Time,spider-man-edge-of-time,Action,T,nintendo,Activision,Beenox,0.06,2011
12980,The Suffering: Ties That Bind,the-suffering-ties-that-bind,Action,M,xbox,Midway Games,Surreal Software,0.07,2005
12981,Game Hits!,game-hits,Misc,E,other,Destineer,Foreign Media Games,0.07,2010
12982,Strange Brigade,strange-brigade,Shooter,unrated,other,Rebellion Developments,Rebellion Developments,0.05,2018
12983,Reading Training,reading-training,Simulation,unrated,other,Benesse,Intelligent Systems,0,2007
12984,Nobunaga's Ambition: Iron Triangle,nobunagas-ambition-iron-triangle,Strategy,E10,other,KOEI,Koei,0.04,2009
12986,Dreamer Series: Teacher,dreamer-series-teacher,Simulation,E,other,DreamCatcher Interactive,ZigZag Island,0.08,2009
12988,Harvest Moon: Boy & Girl,harvest-moon-boy-amp-girl,Simulation,E,other,Natsume,Marvelous Interactive,0.08,2007
12989,Attack on Titan 2,attack-on-titan-2,Action,M,xbox,Koei Tecmo,Omega Force,0.08,2018
12990,El Tigre: The Adventures of Manny Rivera,el-tigre-the-adventures-of-manny-rivera,Platform,E,other,THQ,Blue Tongue Entertainment,0.08,2007
12991,Exist Archive: The Other Side of the Sky,exist-archive-the-other-side-of-the-sky,Role-Playing,T,other,Aksys Games,tri-Ace,0.02,2016
12992,The Bachelor: The Videogame,the-bachelor-the-videogame,Misc,T,other,Warner Bros. Interactive,Warner Bros. Interactive Entertainment,0.08,2010
12993,Yoostar on MTV,yoostar-on-mtv,Misc,T,xbox,Unknown,Yoostar Entertainment Group,0.08,2011
12994,MLB 2K9 Fantasy All-Stars,mlb-2k9-fantasy-all-stars,Sports,E,other,2K Sports,Take-Two Interactive,0.08,2009
12995,Shrek Smash n' Crash Racing,shrek-smash-n-crash-racing,Racing,E,other,Activision,Torus Games,0.08,2006
12996,Battle Fantasia,battle-fantasia,Fighting,T,xbox,Aksys Games,Arc System Works,0.07,2008
12998,Spectral Force 3,spectral-force-3,Role-Playing,T,xbox,Atlus,XPEC Entertainment,0.08,2008
12999,Crysis: Maximum Edition,crysis-maximum-edition,Shooter,unrated,pc,Electronic Arts,Crytek,0,2009
13002,Digimon World 4,digimon-world-4,Role-Playing,E,nintendo,Bandai,Bandai,0.07,2005
13003,Brain Voyage,brain-voyage,Puzzle,E,other,Eidos Interactive,Razorback Developments,0.06,2008
13004,Nickelodeon Kart Racers,nickelodeon-kart-racers,Racing,E,other,GameMill Entertainment,Solutions 2 Go,0.07,2018
13005,Grand Kingdom,grand-kingdom,Role-Playing,T,other,NIS America,Monochrome Corporation,0.02,2016
13006,Ford Racing 3,ford-racing-3,Racing,E,xbox,2K Games,Razorworks Studios,0.07,2005
13007,Rock Band 3,rock-band-3,Misc,E10,other,MTV Games,Harmonix Music Systems,0.07,2010
13008,MLB SlugFest Loaded,mlb-slugfest-loaded,Sports,T,xbox,Midway Games,Point of View,0.07,2004
13010,Ty the Tasmanian Tiger 3: Night of the Quinkan,ty-the-tasmanian-tiger-3-night-of-the-quinkan,Action,E10,nintendo,Activision,Krome Studios,0.07,2005
13011,The Ant Bully,the-ant-bully,Platform,E10,nintendo,Midway Games,Artificial Mind and Movement,0.08,2006
13012,R: Racing Evolution,r-racing-evolution,Racing,T,xbox,Namco,Namco,0.06,2003
13013,Bionicle,bionicle,Action,E,nintendo,THQ,Mobius Entertainment,0.06,2003
13014,Henry Hatsworth in the Puzzling Adventure,henry-hatsworth-in-the-puzzling-adventure,Puzzle,E,other,Electronic Arts,EA Tiburon,0.08,2009
13018,Rugby 15,rugby-15,Sports,E,xbox,Maximum Games,HB Studios,0.03,2015
13020,Karaoke Revolution,karaoke-revolution,Misc,E,xbox,Konami,Secret Level,0.06,2004
13021,Fire Pro Wrestling Returns,fire-pro-wrestling-returns,Fighting,T,other,Agetec,S-Neo,0.04,2007
13022,Agatha Christie: Evil Under the Sun,agatha-christie-evil-under-the-sun,Adventure,T,nintendo,The Adventure Company,AWE Games,0.06,2008
13023,My Stop Smoking Coach: Allen Carr's EasyWay,my-stop-smoking-coach-allen-carrs-easyway,Misc,E,other,Ubisoft,Ubisoft Quebec,0.07,2008
13024,Jimmy Neutron: Boy Genius,jimmy-neutron-boy-genius,Platform,E,nintendo,THQ,Big Sky Software,0.07,2002
13026,Puss in Boots,puss-in-boots,Misc,E10,other,THQ,THQ,0.07,2011
13027,Jumper: Griffin's Story,jumper-griffins-story,Action,T,nintendo,Brash Entertainment,Collision Studios,0.08,2008
13028,NBA 2K18,nba-2k18,Sports,E10,other,2K Sports,Visual Concepts,0.06,2017
13029,Rollcage Stage II,rollcage-stage-ii,Racing,E,other,Midway Games,Attention To Detail,0.05,2000
13030,Mutant Football League: Dynasty Edition,mutant-football-league-dynasty-edition,Sports,M,nintendo,Nighthawk Interactive,Digital Dreams,0.08,2018
13031,Samurai Warriors 2: Xtreme Legends,samurai-warriors-2-xtreme-legends,Action,T,other,KOEI,Omega Force,0.04,2008
13036,Invasion From Beyond,invasion-from-beyond,Shooter,E,other,GT Interactive,King of the Jungle,0.05,1998
13037,Crash Boom Bang!,crash-boom-bang,Misc,E,other,Sierra Entertainment,Dimps Corporation,0.07,2006
13038,Forgotten Realms: Demon Stone,forgotten-realms-demon-stone,Action,T,xbox,Atari,Stormfront Studios,0.06,2004
13039,Major League Baseball 2K7,major-league-baseball-2k7,Sports,E,other,2K Sports,Visual Concepts,0.08,2007
13041,LEGO Star Wars II: The Original Trilogy,lego-star-wars-ii-the-original-trilogy,Action,E,nintendo,LucasArts,Amaze Entertainment,0.06,2006
13042,Criminal Girls 2: Party Favors,criminal-girls-2-party-favors,Role-Playing,M,other,NIS America,Nippon Ichi Software,0.03,2016
13043,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,tim-burtons-the-nightmare-before-christmas-oogies-revenge,Adventure,E10,xbox,Buena Vista,Capcom,0.06,2005
13045,Grand Theft Auto: The Trilogy,grand-theft-auto-the-trilogy,Adventure,M,xbox,Rockstar Games,Rockstar North,0.06,2005
13046,Top Gear Rally,top-gear-rally,Racing,E,nintendo,Nintendo,Tantalus Interactive,0.06,2003
13047,Data East Arcade Classics,data-east-arcade-classics,Misc,T,nintendo,Majesco,G1M2,0.08,2010
13048,LEGO Batman: The Videogame,lego-batman-the-videogame,Adventure,E10,pc,Warner Bros. Interactive,Traveller's Tales,0.04,2008
13049,MXGP 3: The Official Motocross Videogame,mxgp-3-the-official-motocross-videogame,Racing,E,xbox,Milestone,Milestone,0.06,2017
13052,ShellShock 2: Blood Trails,shellshock-2-blood-trails,Shooter,M,xbox,Eidos Interactive,Rebellion Developments,0.05,2009
13053,XIII,xiii,Shooter,M,nintendo,Ubisoft,Ubisoft Paris,0.07,2003
13056,The Incredibles: Rise of the Underminer,the-incredibles-rise-of-the-underminer,Action,E10,xbox,THQ,Heavy Iron Studios,0.06,2005
13057,Theme Hospital,theme-hospital,Strategy,E,other,Electronic Arts,Krisalis Software,0.03,1998
13058,Busy Scissors,busy-scissors,Simulation,E,nintendo,Little Orbit,Little Orbit,0.08,2010
13059,Captain America: Super Soldier,captain-america-super-soldier,Action,T,nintendo,Sega,Sega,0.05,2011
13060,Shining Resonance Refrain,shining-resonance-refrain,Role-Playing,T,nintendo,Sega,Media.Vision,0.05,2018
13061,Wizardry: Tale of the Forsaken Land,wizardry-tale-of-the-forsaken-land,Role-Playing,T,other,Atlus,Racjin,0.04,2001
13062,F.E.A.R. Files,fear-files,Shooter,M,xbox,Sierra Entertainment,TimeGate Studios/Day 1 Studios,0.07,2007
13063,ChuChu Rocket!,chuchu-rocket,Puzzle,E,nintendo,Sega,Sonic Team,0.06,2001
13064,Wacky World of Sports,wacky-world-of-sports,Sports,E10,nintendo,Sega,Sega,0.08,2009
13066,Indianapolis 500 Legends,indianapolis-500-legends,Racing,E,other,Destineer,Torus Games,0.08,2007
13067,Codename Tenka,codename-tenka,Shooter,M,other,Sony Computer Entertainment,Psygnosis,0.05,1997
13069,Cloudy With a Chance of Meatballs,cloudy-with-a-chance-of-meatballs,Adventure,E,xbox,Ubisoft,Ubisoft Shanghai,0.07,2009
13070,Savage Skies,savage-skies,Shooter,M,other,BAM! Entertainment,iRock Interactive,0.04,2002
13071,My Make-Up,my-make-up,Misc,E,other,O-Games,Oxygen Interactive,0.08,2009
