rank,name,basename,genre,esrb_rating,platform,publisher,developer,global_sales,year,publisher_ranked
13494,Ultimate Fighting Championship: Throwdown,ultimate-fighting-championship-throwdown,Fighting,T,nintendo,crave entertainment,Opus Studio,0.08,2002,FALSE
13495,BlazBlue: Chrono Phantasma Extend,blazblue-chrono-phantasma-extend,Fighting,T,xbox,arc system works,Arc System Works,0.08,2015,TRUE
13496,Deep Fear,deep-fear,Adventure,unrated,other,sega,ISCO,0.08,1998,TRUE
13497,Ford vs. Chevy,ford-vs-chevy,Racing,E,xbox,global star software,2K Games,0.08,2005,FALSE
13498,Skeleton Warriors,skeleton-warriors,Platform,E,playstation,playmates,Neversoft Entertainment,0.08,1996,FALSE
13499,Endgame,endgame,Shooter,T,playstation,empire interactive,Cunning Developments,0.08,2002,FALSE
13500,The Dukes of Hazzard: Return of the General Lee,the-dukes-of-hazzard-return-of-the-general-lee,Racing,E,xbox,ubisoft,Ratbag,0.08,2004,TRUE
13501,Criminal Girls,criminal-girls,Role-Playing,unrated,playstation,nippon ichi software,imageepoch Inc.,0.08,2010,FALSE
13502,Horrid Henry's Horrid Adventure,horrid-henrys-horrid-adventure,Adventure,unrated,other,asylum entertainment,TBA,0.08,2010,FALSE
13503,Ultimate Duck Hunting,ultimate-duck-hunting,Sports,T,nintendo,zoo digital publishing,Collision Studios,0.08,2009,FALSE
13504,Bella Sara,bella-sara,Misc,E,other,codemasters,Hidden City Games,0.08,2008,FALSE
13505,Jikkyou Powerful Pro Yakyuu Next,jikkyou-powerful-pro-yakyuu-next,Sports,unrated,nintendo,konami,PawaPuro Production,0.08,2009,TRUE
13506,Virus,virus,Adventure,unrated,other,hudson soft,Hudson Soft,0.08,1997,FALSE
13507,Cate West: The Vanishing Files,cate-west-the-vanishing-files,Adventure,E10,nintendo,destineer,Destineer,0.08,2009,FALSE
13508,Ultimate Party Challenge,ultimate-party-challenge,Misc,E,nintendo,konami,Groove Box,0.08,2009,TRUE
13509,WWE Crush Hour,wwe-crush-hour,Racing,T,nintendo,thq,Pacific Coast Power & Light,0.08,2003,FALSE
13510,Assetto Corsa,assetto-corsa,Racing,E,playstation,505 games,Kunos Simulazioni,0.08,2016,TRUE
13511,Bangai-O Spirits,bangai-o-spirits,Shooter,E10,other,d3 publisher,"Treasure Co., Ltd.",0.08,2008,FALSE
13512,Dragon Shadow Spell,dragon-shadow-spell,Role-Playing,unrated,playstation,flight-plan,Flight-Plan,0.08,2007,FALSE
13513,Imagine: My Restaurant,imagine-my-restaurant,Simulation,unrated,other,ubisoft,Vicarious Visions,0.08,2009,TRUE
13514,Team Elimination Games,team-elimination-games,Misc,E,nintendo,ubisoft,Ubisoft,0.08,2009,TRUE
13515,Lost in Blue: Shipwrecked,lost-in-blue-shipwrecked,Adventure,E10,nintendo,konami,Hudson Soft,0.08,2008,TRUE
13516,Dragon Slayer: Eiyuu Densetsu,dragon-slayer-eiyuu-densetsu,Role-Playing,unrated,other,sega,Sega Falcom,0.08,1994,TRUE
13517,Dragon Slayer: The Legend of Heroes,dragon-slayer-the-legend-of-heroes,Role-Playing,unrated,other,sega,Nihon Falcom Corporation,0.08,1994,TRUE
13518,Sound Novel Tsukuru,sound-novel-tsukuru,Misc,unrated,nintendo,ascii entertainment,Success,0.08,1996,FALSE
13519,Disney Infinity 2.0: Marvel Super Heroes,disney-infinity-20-marvel-super-heroes,Action-Adventure,E10,playstation,disney interactive studios,Avalanche Software,0.08,2015,FALSE
13520,Momotarou Dentetsu 11,momotarou-dentetsu-11,Misc,unrated,nintendo,hudson soft,Hudson Soft,0.08,2002,FALSE
13521,NHL Hitz 20-03,nhl-hitz-20-03,Sports,E,nintendo,midway games,EA Black Box,0.08,2002,FALSE
13522,The Idolm@ster,the-idolmster,Simulation,unrated,xbox,namco bandai,Bandai Namco Games,0.08,2007,FALSE
13523,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,the-penguins-of-madagascar-dr-blowhole-returns-again,Action,E,nintendo,thq,THQ,0.08,2011,FALSE
13524,Child of Light,child-of-light,Role-Playing,E10,playstation,ubisoft,Ubisoft Montreal,0.08,2014,TRUE
13525,Guilty Gear XX Slash,guilty-gear-xx-slash,Fighting,unrated,playstation,sammy corporation,Arc System Works,0.08,2006,FALSE
13526,Urban Reign,urban-reign,Action,T,playstation,namco,Namco,0.08,2005,FALSE
13527,Whac-A-Mole,whac-a-mole,Puzzle,E,other,activision,DC Studios,0.08,2005,FALSE
13528,Slayers Royal 2,slayers-royal-2,Role-Playing,unrated,other,kadokawa shoten,Onion Egg,0.08,1998,FALSE
13529,Super Robot Taisen Z Special Disc,super-robot-taisen-z-special-disc,Misc,unrated,playstation,namco bandai,Banpresto,0.08,2009,FALSE
13530,Dawn of Heroes,dawn-of-heroes,Role-Playing,E10,other,majesco,Wicked Studios,0.08,2010,FALSE
13531,Resident Evil 3: Nemesis,resident-evil-3-nemesis,Action,M,nintendo,capcom,Capcom,0.08,2003,TRUE
13532,All-Star Baseball 2004,all-star-baseball-2004,Sports,E,nintendo,acclaim entertainment,Acclaim Entertainment,0.08,2003,FALSE
13533,Lost Heroes 2,lost-heroes-2,Role-Playing,unrated,nintendo,bandai namco games,M2,0.08,2015,FALSE
13534,Man vs. Wild,man-vs-wild,Adventure,T,nintendo,crave entertainment,Scientifically Proven,0.08,2011,FALSE
13535,Aliens in the Attic,aliens-in-the-attic,Action,E,nintendo,playlogic game factory,Playlogic Game Factory,0.08,2009,FALSE
13536,Rick & Morty Virtual Rick-Ality,rick-amp-morty-virtual-rick-ality,Simulation,unrated,playstation,nighthawk interactive,Owlchemy Labs,0.08,2018,FALSE
13537,Salon Superstar,salon-superstar,Simulation,E,other,505 games,505 Games,0.08,2009,TRUE
13538,SCORE International Baja 1000: The Official Game,score-international-baja-1000-the-official-game,Racing,E10,playstation,activision,Left Field Productions,0.08,2008,FALSE
13539,Madden NFL 08,madden-nfl-08,Sports,E,nintendo,ea sports,EA Tiburon,0.08,2007,FALSE
13540,Family Game Night 4: The Game Show,family-game-night-4-the-game-show,Misc,E,xbox,electronic arts,Electronic Arts,0.08,2011,TRUE
13541,Blood Drive,blood-drive,Racing,M,playstation,activision,Activision,0.08,2010,FALSE
13542,The Croods: Prehistoric Party!,the-croods-prehistoric-party,Action,E,other,d3publisher,Torus Games Pty. Ltd.,0.08,2013,FALSE
13543,Ro-Kyu-Bu!,ro-kyu-bu,Adventure,unrated,playstation,kadokawa shoten,Kadokawa Shoten,0.08,2011,FALSE
13544,Frogger Beyond,frogger-beyond,Platform,E,xbox,konami,Konami,0.08,2002,TRUE
13545,World Championship Poker: Deluxe Series,world-championship-poker-deluxe-series,Misc,E,other,crave entertainment,Sensory Sweep Studios,0.08,2005,FALSE
13546,Beat City,beat-city,Misc,E,other,thq,Universomo,0.08,2010,FALSE
13547,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,katekyoo-hitman-reborn-ds-flame-rumble-kaien-ring-soudatsuen,Fighting,unrated,other,takara tomy,Takara Tomy,0.08,2007,FALSE
13548,Ultimate Shooting Collection,ultimate-shooting-collection,Shooter,E,nintendo,ufo interactive,MileStone Inc.,0.08,2009,FALSE
13549,Stuart Little 3: Big Photo Adventure,stuart-little-3-big-photo-adventure,Platform,E,playstation,sega,Magenta Software,0.08,2005,TRUE
13550,"Ni Hao, Kai-lan: Super Game Day","kai-lan super game day""",Misc,E,playstation,2k play,High Voltage Software,0.08,2009,FALSE
13551,Infernal: Hell's Vengeance,infernal-hells-vengeance,Shooter,M,xbox,playlogic game factory,Metropolis Software,0.08,2009,FALSE
13552,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,katekyoo-hitman-reborn-ds-flame-rumble-hyper-moeyo-mirai,Fighting,unrated,other,takara tomy,Takara Tomy,0.08,2008,FALSE
13553,Pro Yakyuu Famista DS 2010,pro-yakyuu-famista-ds-2010,Sports,unrated,other,namco bandai,Bandai Namco Games,0.08,2010,FALSE
13554,Captain Tsubasa,captain-tsubasa,Sports,unrated,playstation,bandai,Bandai Namco Games,0.08,2006,FALSE
13555,Pitfall: The Lost Expedition,pitfall-the-lost-expedition,Platform,E,nintendo,activision,Edge of Reality,0.08,2004,FALSE
13556,No One Can Stop Mr. Domino!,no-one-can-stop-mr-domino,Misc,E,playstation,acclaim entertainment,ArtDink,0.08,1998,FALSE
13557,Monster Jam: Crush It,monster-jam-crush-it,Racing,unrated,nintendo,gamemill,GameMill,0.08,2017,FALSE
13558,GT Advance 3: Pro Concept Racing,gt-advance-3-pro-concept-racing,Racing,E,nintendo,thq,MTO,0.08,2002,FALSE
13559,Duke Nukem: Land of the Babes,duke-nukem-land-of-the-babes,Shooter,M,playstation,atari,n-Space,0.08,2000,FALSE
13560,Majin Tensei,majin-tensei,Role-Playing,unrated,nintendo,atlus,Atlus Co.,0.08,1994,FALSE
13561,Mario vs. Donkey Kong: Tipping Stars,mario-vs-donkey-kong-tipping-stars,Puzzle,E,nintendo,nintendo,Nintendo Software Technology Corporation,0.08,2015,TRUE
13562,Dragon Force II: Kamisarishi Daichi ni,dragon-force-ii-kamisarishi-daichi-ni,Strategy,unrated,other,sega,Chime,0.08,1998,TRUE
13563,PQ: Practical Intelligence Quotient,pq-practical-intelligence-quotient,Puzzle,E,playstation,d3 publisher,Now Production,0.08,2006,FALSE
13564,Monkey Hero,monkey-hero,Action,unrated,playstation,take-two interactive,Blam!,0.08,1999,TRUE
13565,Krazy Ivan,krazy-ivan,Simulation,E,playstation,sony computer entertainment,Psygnosis,0.08,1996,FALSE
13566,Quo Vadis,quo-vadis,Strategy,unrated,other,glams,The EDGE Interactive,0.08,1995,FALSE
13567,Silent Hunter III,silent-hunter-iii,Simulation,T,pc,ubisoft,Ubisoft Romania,0.08,2005,TRUE
13568,Fate/Tiger Colosseum,fate,Fighting,unrated,playstation,capcom,Cavia Inc.,0.08,2007,TRUE
13569,ARK: Survival Evolved,ark-survival-evolved,Action-Adventure,T,nintendo,studio wildcard,Studio Wildcard,0.08,2018,FALSE
13570,Dragon Ball Z: The Legacy of Goku I & II,dragon-ball-z-the-legacy-of-goku-i-amp-ii,Role-Playing,E,nintendo,atari,Webfoot Technologies,0.08,2005,FALSE
13571,Akiba's Beat,akibas-beat,Action,T,playstation,xseed games,Acquire,0.08,2017,TRUE
13572,Hero Bank,hero-bank,Role-Playing,unrated,nintendo,sega,Sega,0.08,2014,TRUE
13573,Elebits: The Adventures of Kai and Zero,elebits-the-adventures-of-kai-and-zero,Adventure,E,other,konami,Konami,0.08,2009,TRUE
13574,R: Racing Evolution,r-racing-evolution,Racing,T,nintendo,namco,Namco,0.08,2003,FALSE
13575,NBA 2K Playgrounds 2,nba-2k-playgrounds-2,Sports,unrated,playstation,2k games,Saber Interactive,0.08,2018,FALSE
13576,Stella Deus: The Gate of Eternity,stella-deus-the-gate-of-eternity,Strategy,T,playstation,atlus,Pinegrow,0.08,2005,FALSE
13577,Vietcong: Purple Haze,vietcong-purple-haze,Shooter,M,xbox,gathering of developers,Coyote Developments,0.08,2004,FALSE
13578,Conflict: Desert Storm,conflict-desert-storm,Shooter,T,nintendo,gotham games,Pivotal Games,0.08,2003,FALSE
13579,One Piece: Gear Spirit,one-piece-gear-spirit,Fighting,unrated,other,namco bandai,Matrix Software,0.08,2007,FALSE
13580,WRC 6,wrc-6,Racing,E,playstation,namco bandai games,Bigben Interactive,0.08,2017,FALSE
13581,Tales of Fandom Vol.2,tales-of-fandom-vol2,Role-Playing,unrated,playstation,namco bandai,Namco Tales Studio,0.08,2007,FALSE
13582,Disney's Planes,disneys-planes,Adventure,E,nintendo,disney interactive studios,TOSE,0.08,2013,FALSE
13583,The Legend of Kage 2,the-legend-of-kage-2,Action,E10,other,taito,Taito Corporation,0.08,2008,FALSE
13584,Minna no Joushiki Ryoku TV,minna-no-joushiki-ryoku-tv,Misc,unrated,nintendo,nintendo,HAL Laboratory,0.08,2008,TRUE
13585,P.T.O. IV: Pacific Theater of Operations,pto-iv-pacific-theater-of-operations,Strategy,E,playstation,koei,Koei,0.08,2003,FALSE
13586,Cosmic Family,cosmic-family,Misc,E,nintendo,ubisoft,Ubisoft Barcelona,0.08,2007,TRUE
13587,Tears to Tiara: Kakan no Daichi,tears-to-tiara-kakan-no-daichi,Strategy,unrated,playstation,aquaplus,Aquaplus,0.08,2008,FALSE
13588,My First Songs,my-first-songs,Misc,unrated,nintendo,mindscape,Mindscape Inc.,0.08,2010,FALSE
13589,Mind Quiz: Your Brain Coach,mind-quiz-your-brain-coach,Misc,E,other,ubisoft,Sega,0.08,2007,TRUE
13590,Baroque,baroque,Role-Playing,T,nintendo,atlus,Sting,0.08,2008,FALSE
13591,Codename: Kids Next Door: Operation S.O.D.A.,codename-kids-next-door-operation-soda,Platform,E,nintendo,global star software,Vicarious Visions,0.08,2004,FALSE
13592,Far Cry Instincts Evolution,far-cry-instincts-evolution,Shooter,M,xbox,ubisoft,Ubisoft Montreal,0.08,2006,TRUE
13593,Pinball Hall of Fame: The Gottlieb Collection,pinball-hall-of-fame-the-gottlieb-collection,Misc,E,xbox,crave entertainment,FarSight Studios,0.08,2004,FALSE
13594,Conception: Please Give Birth to My Child!,conception-please-give-birth-to-my-child,Role-Playing,unrated,playstation,spike,Spike,0.08,2012,FALSE
13595,Super Street Fighter IV: Arcade Edition,super-street-fighter-iv-arcade-edition,Fighting,T,pc,capcom,Capcom / Dimps Corporation,0.08,2011,TRUE
13596,Medal of Honor: Underground,medal-of-honor-underground,Shooter,T,nintendo,"destination software, inc",Rebellion Developments,0.08,2002,FALSE
13597,Super Football,super-football,Sports,unrated,other,atari,Atari,0.08,1988,FALSE
13598,The Idolmaster: Gravure For You! Vol. 3,the-idolmaster-gravure-for-you-vol-3,Action,unrated,playstation,namco bandai,Unknown,0.08,2011,FALSE
13599,Carol Vorderman's Sudoku,carol-vordermans-sudoku,Puzzle,E,playstation,eidos interactive,Empire Interactive,0.08,2007,FALSE
13600,Scooby-Doo! Unmasked,scooby-doo-unmasked,Platform,E,xbox,thq,Artificial Mind and Movement,0.08,2005,FALSE
13601,Driven,driven,Racing,T,nintendo,bam! entertainment,BAM! Entertainment,0.08,2002,FALSE
13602,Dynasty Warriors 3,dynasty-warriors-3,Action,T,xbox,koei,Omega Force,0.08,2002,FALSE
13603,Metal Gear Survive,metal-gear-survive,Action,M,xbox,konami digital entertainment,Konami Digital Entertainment,0.08,2018,FALSE
13604,Party Pigs: Farmyard Games,party-pigs-farmyard-games,Misc,E,nintendo,destineer,Data Design Interactive,0.08,2009,FALSE
13605,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,tennis-no-oji-sama-gyutto-dokidoki-survival-umi-to-yama-no-love-passion,Sports,unrated,other,konami,Konami,0.08,2011,TRUE
13606,Nicola Kanshuu: Model Oshare * Audition Platinum,nicola-kanshuu-model-oshare-audition-platinum,Simulation,unrated,nintendo,alchemist,Alchemist,0.08,2012,FALSE
13607,Junior Classic Books & Fairytales,junior-classic-books-amp-fairytales,Misc,unrated,other,virtual play games,Navarre Corp,0.08,2010,FALSE
13608,Fairy Tail: Portable Guild 2,fairy-tail-portable-guild-2,Fighting,unrated,playstation,konami,Konami,0.08,2011,TRUE
13609,Little League World Series Baseball: Double Play,little-league-world-series-baseball-double-play,Sports,E,other,activision,Black Lantern Studios,0.08,2010,FALSE
13610,MTV Music Generator 3: This Is the Remix,mtv-music-generator-3-this-is-the-remix,Misc,T,xbox,codemasters,Mix Max,0.08,2004,FALSE
13612,Wizardry: Llylgamyn Saga,wizardry-llylgamyn-saga,Role-Playing,unrated,playstation,locus,Soliton,0.07,1998,FALSE
13613,Agatha Christie: And Then There Were None,agatha-christie-and-then-there-were-none,Adventure,T,nintendo,the adventure company,AWE Games,0.07,2008,FALSE
13614,God Wars: Future Past,god-wars-future-past,Role-Playing,T,playstation,nis america,Kadokawa Games,0.07,2017,TRUE
13615,Kinnikuman Muscle Grand Prix Max 2: Tokumori,kinnikuman-muscle-grand-prix-max-2-tokumori,Fighting,unrated,playstation,bandai,syn Sophia,0.07,2008,FALSE
13616,Gale Racer,gale-racer,Racing,unrated,other,sega,Sega,0.07,1994,TRUE
13617,In The Groove,in-the-groove,Misc,E,playstation,redoctane,Roxor Games,0.07,2005,FALSE
13618,Myst,myst,Adventure,E,playstation,psygnosis,Alfa System,0.07,1996,FALSE
13619,AKB1/149: Love Election,akb1,Simulation,unrated,playstation,namco bandai games,ArtDink,0.07,2012,FALSE
13620,Kung Fu Panda: Legendary Warriors,kung-fu-panda-legendary-warriors,Action,E10,nintendo,activision,Artificial Mind and Movement,0.07,2008,FALSE
13621,World Tour Soccer 06,world-tour-soccer-06,Sports,E,playstation,sony computer entertainment,SCEE London Studio,0.07,2006,FALSE
13622,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,boku-no-natsuyasumi-portable-2-nazo-nazo-shimai-to-chinbotsusen-no-himitsu,Adventure,unrated,playstation,sony computer entertainment,Millennium Kitchen,0.07,2010,FALSE
13623,Naruto Shippuuden: Gekitou Ninja Taisen! EX 3,naruto-shippuuden-gekitou-ninja-taisen-ex-3,Fighting,unrated,nintendo,takara tomy,8ing/Raizing,0.07,2008,FALSE
13624,Magic Pengel: The Quest for Color,magic-pengel-the-quest-for-color,Role-Playing,E,playstation,agetec,Garakuda Studio,0.07,2003,FALSE
13625,Animal Kingdom: Wildlife Expedition,animal-kingdom-wildlife-expedition,Adventure,E,nintendo,natsume,Natsume,0.07,2009,FALSE
13626,NHL-Legacy Edition,nhl-legacy-edition,Sports,E10,playstation,ea sports,EA Canada,0.07,2015,FALSE
13627,Gunblade NY & L.A. Machineguns Arcade Hits Pack,gunblade-ny-amp-la-machineguns-arcade-hits-pack,Shooter,T,nintendo,sega,Sega,0.07,2010,TRUE
13628,Culdcept Revolt,culdcept-revolt,Strategy,T,nintendo,nis america,OmiyaSoft,0.07,2017,TRUE
13629,Super Baseball,super-baseball,Sports,unrated,other,atari,Atari,0.07,1988,FALSE
13630,The Croods: Prehistoric Party!,the-croods-prehistoric-party,Action,EC,nintendo,d3publisher,Torus Games Pty. Ltd.,0.07,2013,FALSE
13631,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,jikkyou-powerful-pro-yakyuu-2011-ketteiban,Action,unrated,playstation,konami,Unknown,0.07,2011,TRUE
13632,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,pc,electronic arts,EA Vancouver,0.07,2008,TRUE
13633,The History Channel: Battle for the Pacific,the-history-channel-battle-for-the-pacific,Shooter,T,playstation,activision,Cauldron Ltd.,0.07,2008,FALSE
13634,Formula One World Championship: Beyond the Limit,formula-one-world-championship-beyond-the-limit,Racing,unrated,other,sega,Sega,0.07,1994,TRUE
13635,Chronicles of Mystery: The Secret Tree of Life,chronicles-of-mystery-the-secret-tree-of-life,Adventure,E10,other,city interactive,City Interactive,0.07,2011,FALSE
13636,Pac-Man World 3,pac-man-world-3,Platform,E,playstation,namco,Blitz Games,0.07,2005,FALSE
13637,Hakuouki DS,hakuouki-ds,Adventure,unrated,other,idea factory,Idea Factory,0.07,2010,FALSE
13638,Buster Bros. Collection,buster-bros-collection,Puzzle,E,playstation,capcom,Mitchell,0.07,1997,TRUE
13639,Legend of the Guardians: The Owls of Ga'Hoole,legend-of-the-guardians-the-owls-of-gahoole,Action,E10,xbox,warner bros. interactive,Krome Studios,0.07,2010,TRUE
13640,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,sony-computer-science-kenkyuujo-mogi-kenichirou-hakase-kanshuu-nou-ni-kaikan-aha-taiken,Misc,unrated,playstation,sega,Sega,0.07,2006,TRUE
13641,Resident Evil 5,resident-evil-5,Action,M,playstation,capcom,Capcom,0.07,2016,TRUE
13642,Mega Man Battle Network: Operation Shooting Star,mega-man-battle-network-operation-shooting-star,Role-Playing,unrated,other,unknown,Capcom,0.07,2016,FALSE
13643,Futurama,futurama,Platform,T,playstation,vu games,Unique Development Studios Sweden,0.07,2003,FALSE
13644,The Golf Club,the-golf-club,Sports,E,xbox,maximum games,HB Studios,0.07,2015,FALSE
13645,Famicom Mini: Hikari Shinwa: Palutena no Kagami,famicom-mini-hikari-shinwa-palutena-no-kagami,Platform,unrated,nintendo,nintendo,Nintendo R&D1,0.07,2004,TRUE
13646,Damage Inc.: Pacific Squadron WWII,damage-inc-pacific-squadron-wwii,Simulation,T,xbox,mad catz,Mad Catz,0.07,2012,FALSE
13647,Rayman 3: Hoodlum Havoc,rayman-3-hoodlum-havoc,Platform,E,xbox,ubisoft,Ubisoft,0.07,2003,TRUE
13648,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,momotarou-dentetsu-tag-match-yuujou-doryoku-shouri-no-maki,Misc,unrated,playstation,hudson soft,Hudson Soft,0.07,2010,FALSE
13649,Driving Simulator 2011,driving-simulator-2011,Racing,unrated,pc,excalibur publishing,Excalibur Publishing Limited,0.07,2011,FALSE
13650,The Banner Saga Trilogy - Bonus Edition,the-banner-saga-trilogy-bonus-edition,Strategy,unrated,playstation,505 games,Stoic Studio,0.07,2018,TRUE
13651,Again,again,Adventure,T,other,koei,Cing,0.07,2010,FALSE
13652,World Party Games,world-party-games,Misc,E,nintendo,dreamcatcher interactive,DreamCatcher Interactive,0.07,2009,FALSE
13653,Superman Returns,superman-returns,Action,E,other,electronic arts,EA Tiburon,0.07,2006,TRUE
13654,You Don't Know Jack,you-dont-know-jack,Misc,T,other,thq,"Jellyvision, Inc.",0.07,2011,FALSE
13655,Emily the Strange: Strangerous,emily-the-strange-strangerous,Action,E10,other,conspiracy entertainment,Tri Synergy,0.07,2011,FALSE
13656,Super Ghouls 'n Ghosts,super-ghouls-n-ghosts,Platform,E,nintendo,capcom,Capcom,0.07,2002,TRUE
