rank,name,basename,genre,esrb_rating,platform,publisher,developer,pal_sales,year
12210,Despicable Me: The Game,despicable-me-the-game,Platform,E10,other,D3 Publisher,Monkey Bar Games,0.04,2010
12211,Tom Clancy's Splinter Cell: Conviction,tom-clancys-splinter-cell-conviction,Action,M,pc,Ubisoft,Ubisoft Montreal,0.08,2010
12212,Metal Arms: Glitch in the System,metal-arms-glitch-in-the-system,Shooter,T,nintendo,VU Games,Swingin' Ape Studios,0.02,2003
12214,Tom Clancy's Splinter Cell: Chaos Theory,tom-clancys-splinter-cell-chaos-theory,Action,M,nintendo,Ubisoft,Ubisoft Montreal,0.02,2005
12215,Blades of Time,blades-of-time,Action,T,xbox,Konami Digital Entertainment,Gaijin Games Inc.,0.02,2012
12218,Barbie in The 12 Dancing Princesses,barbie-in-the-12-dancing-princesses,Adventure,E,other,Activision,WayForward Technologies,0.01,2007
12219,Escape From Monkey Island,escape-from-monkey-island,Adventure,T,other,LucasArts,LucasArts,0.04,2001
12220,JU-ON: The Grudge,ju-on-the-grudge,Adventure,M,nintendo,Xseed Games,FeelPlus,0.01,2009
12222,Ridge Racer 2,ridge-racer-2,Racing,unrated,other,Unknown,Namco Bandai Games,0.03,2020
12225,PDC World Championship Darts: Pro Tour,pdc-world-championship-darts-pro-tour,Sports,unrated,other,O-Games,O-Games,0.08,2010
12228,Exit DS,exit-ds,Puzzle,E,other,Taito,Taito Corporation,0,2008
12236,Universe at War: Earth Assault,universe-at-war-earth-assault,Strategy,T,xbox,Sega,Petroglyph Games,0.01,2008
12238,Stardew Valley,stardew-valley,Simulation,E10,other,505 Games,ConcernedApe,0.04,2017
12239,Dropship: United Peace Force,dropship-united-peace-force,Simulation,T,other,BAM! Entertainment,Psygnosis Camden Studio,0.04,2002
12241,Road Rash: Jailbreak,road-rash-jailbreak,Racing,T,nintendo,DSI Games,Magic Pockets,0.03,2003
12243,Syberia,syberia,Adventure,T,xbox,XS Games,Microids,0.02,2003
12244,The Seven Deadly Sins: Knights of Britannia,the-seven-deadly-sins-knights-of-britannia,Fighting,T,other,Bandai Namco Entertainment,Natsume Atari,0.02,2018
12247,G1 Jockey 3,g1-jockey-3,Sports,E,other,KOEI,Koei/Inis,0.01,2003
12249,How to Train Your Dragon 2,how-to-train-your-dragon-2,Action-Adventure,E10,other,Little Orbit,Torus Games,0.06,2014
12253,Revolution X,revolution-x,Shooter,M,other,Acclaim Entertainment,Rage Software,0.04,1996
12256,Terraria,terraria,Action-Adventure,T,other,505 Games,Engine Software,0.01,2013
12258,Riviera: The Promised Land,riviera-the-promised-land,Role-Playing,T,nintendo,Atlus,Sting,0.03,2005
12259,Yu-Gi-Oh! 5D's Wheelie Breakers,yu-gi-oh-5ds-wheelie-breakers,Racing,E,nintendo,Konami,Konami,0.01,2009
12260,Tom Clancy's Ghost Recon: Predator,tom-clancys-ghost-recon-predator,Shooter,T,other,Ubisoft,Ubisoft,0.02,2010
12262,UEFA Euro 2016,uefa-euro-2016,Sports,unrated,other,Konami Digital Entertainment,Konami Digital Entertainment,0.05,2016
12263,Top Gun: Combat Zones,top-gun-combat-zones,Simulation,E,nintendo,Mastiff,Titus Software,0.03,2004
12264,Bujingai: The Forsaken City,bujingai-the-forsaken-city,Fighting,T,other,BAM! Entertainment,RED Entertainment,0.04,2004
12266,Karaoke Revolution,karaoke-revolution,Misc,T,other,Konami,Blitz Games,0.03,2009
12268,Chameleon,chameleon,Puzzle,E,other,UFO Interactive,Starfish,0,2008
12269,Beyond Good & Evil,beyond-good-amp-evil,Adventure,T,xbox,Ubisoft,Ubisoft Montpellier,0.02,2003
12271,Death By Degrees,death-by-degrees,Action,M,other,Namco,Namco,0.04,2005
12274,Vandal Hearts II,vandal-hearts-ii,Strategy,M,other,Konami,Konami,0.04,1999
12275,Astro Boy: The Video Game,astro-boy-the-video-game,Action,E,other,D3 Publisher,Art Corporation,0,2009
12278,Marvel Super Hero Squad: The Infinity Gauntlet,marvel-super-hero-squad-the-infinity-gauntlet,Action,E10,nintendo,THQ,THQ,0.03,2011
12279,Truth or Lies,truth-or-lies,Misc,T,nintendo,THQ,Big Ant Studios,0.05,2010
12280,The Book of Unwritten Tales,the-book-of-unwritten-tales,Adventure,T,pc,DreamCatcher Interactive,KING Art Games,0.08,2011
12281,Miami Law,miami-law,Adventure,T,other,Hudson Entertainment,Gaijinworks,0,2009
12287,America's Next Top Model,americas-next-top-model,Simulation,E10,other,Conspiracy Entertainment,Independent Arts Software,0,2010
12289,Colin McRae Rally 04,colin-mcrae-rally-04,Action,E,xbox,Codemasters,Unknown,0.02,2004
12291,FIFA Street,fifa-street,Sports,E,xbox,EA Sports BIG,EA Canada,0.02,2005
12292,Monster Jam: Maximum Destruction,monster-jam-maximum-destruction,Racing,E,nintendo,Ubisoft,UDS,0.03,2002
12294,Blitz: The League II,blitz-the-league-ii,Sports,M,xbox,Midway Games,Midway Games,0.01,2008
12296,PictoImage,pictoimage,Puzzle,E,other,Sega,Sega,0,2008
12301,Dungeons & Dragons Tactics,dungeons-amp-dragons-tactics,Strategy,T,other,Atari,Kuju Entertainment,0,2007
12302,MXGP 2,mxgp-2,Racing,E,xbox,Milestone S.r.l,Milestone S.r.l.,0.02,2016
12303,X-Men: Children of the Atom,x-men-children-of-the-atom,Fighting,E,other,Capcom,Probe Entertainment Limited,0.04,1998
12304,Hot Wheels: Stunt Track Challenge,hot-wheels-stunt-track-challenge,Racing,E,xbox,THQ,Climax Group,0.02,2004
12307,Agatha Christie: The ABC Murders,agatha-christie-the-abc-murders,Adventure,T,other,DreamCatcher Interactive,DreamCatcher Interactive,0.01,2009
12310,Shellshock,shellshock,Action,E,other,U.S. Gold,Core Design Ltd.,0.04,1998
12314,Monkey Island: Special Edition Collection,monkey-island-special-edition-collection,Adventure,unrated,other,Activision,LucasArts,0.08,2011
12316,Capcom vs. SNK 2 EO,capcom-vs-snk-2-eo,Fighting,T,xbox,Capcom,Capcom,0.02,2003
12317,SimAnimals Africa,simanimals-africa,Simulation,E,other,Electronic Arts,The Sims Studio,0.02,2009
12320,Hunter: The Reckoning,hunter-the-reckoning,Action,M,nintendo,Interplay,High Voltage Software,0.02,2002
12322,Dancing on Ice,dancing-on-ice,Sports,unrated,nintendo,Ghostlight,Infusion Games Ltd,0.09,2010
12323,Urban Chaos,urban-chaos,Action,M,other,Eidos Interactive,Mucky Foot Productions,0.04,2000
12327,Freaky Flyers,freaky-flyers,Racing,T,other,Midway Games,Midway Games,0.04,2003
12330,Baten Kaitos Origins,baten-kaitos-origins,Role-Playing,T,nintendo,Nintendo,tri-Crescendo / Monolith Soft,0.02,2006
12331,Eve Of Extinction,eve-of-extinction,Fighting,T,other,Eidos Interactive,Yuke's Future Media Creators,0.03,2002
12333,Surf's Up,surfs-up,Sports,E10,xbox,Ubisoft,Ubisoft Montreal,0,2007
12334,Dark Summit,dark-summit,Sports,T,xbox,THQ,Radical Entertainment,0.02,2001
12335,Generator Rex: Agent of Providence,generator-rex-agent-of-providence,Action,E10,nintendo,Activision,Virtuos,0.02,2011
12337,Flushed Away,flushed-away,Platform,E,other,D3 Publisher,Art,0,2006
12338,Cabela's Adventure Camp,cabelas-adventure-camp,Misc,E,xbox,Activision,Activision,0.02,2011
12339,Zone of the Enders: The 2nd Runner MARS,zone-of-the-enders-the-2nd-runner-mars,Simulation,T,other,Konami,Cygames,0.01,2018
12341,Hyperdimension Neptunia Re;Birth 3: V Generation,hyperdimension-neptunia-rebirth-3-v-generation,Action,T,other,Idea Factory International,Compile Heart,0.02,2015
12342,NHL 2004,nhl-2004,Sports,E,nintendo,EA Sports,EA Black Box,0.02,2003
12343,X-Men: The Official Game,x-men-the-official-game,Action,T,xbox,Activision,"Z-Axis, Ltd.",0.02,2006
12344,RLH: Run Like Hell,rlh-run-like-hell,Shooter,M,other,Interplay,Digital Mayhem,0.04,2002
12345,Help Wanted: 50 Wacky Jobs,help-wanted-50-wacky-jobs,Simulation,E10,nintendo,Hudson Soft,Hudson Soft,0.03,2009
12349,Water Sports,water-sports,Sports,E,nintendo,GameMill,FrontLine Studios,0.04,2009
12353,Conflict: Global Terror,conflict-global-terror,Shooter,M,xbox,2K Games,Pivotal Games,0.02,2005
12354,Minority Report: Everybody Runs,minority-report-everybody-runs,Action,T,nintendo,Activision,Treyarch,0.02,2002
12356,The Ant Bully,the-ant-bully,Platform,E10,other,Midway Games,Artificial Mind and Movement,0.04,2006
12357,Steins;Gate,steinsgate,Adventure,M,other,5pb,5pb. Inc.,0.04,2015
12359,Football Director DS,football-director-ds,Sports,unrated,other,Pinnacle,Sports Director Limited,0.1,2008
12361,Monster Rancher EVO,monster-rancher-evo,Role-Playing,E10,other,Tecmo,Tecmo,0.02,2006
12362,Assassin's Creed: Rogue,assassins-creed-rogue,Action,M,pc,Ubisoft,Ubisoft Sofia,0.02,2015
12363,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,fallout-3-game-add-on-pack-the-pitt-and-operation-anchorage,Role-Playing,M,xbox,Bethesda Softworks,Bethesda Softworks,0.01,2009
12365,Deca Sports DS,deca-sports-ds,Sports,E,other,Hudson Soft,Hudson Soft,0.02,2010
12366,X-Men: Destiny,x-men-destiny,Action,T,nintendo,Activision,Silicon Knights,0.02,2011
12368,Guitar Hero: Van Halen,guitar-hero-van-halen,Misc,T,other,Activision,Neversoft Entertainment,0.04,2009
12370,Olympic Summer Games: Atlanta 1996,olympic-summer-games-atlanta-1996,Sports,E,other,Eidos Interactive,Silicon Dreams,0.04,1996
12371,Igor: The Game,igor-the-game,Adventure,E,nintendo,SouthPeak Interactive,Legacy Interactive,0,2008
12373,Disney's The Haunted Mansion,disneys-the-haunted-mansion,Platform,T,nintendo,TDK Mediactive,High Voltage Software,0.02,2003
12375,Draglade,draglade,Fighting,E10,other,Atlus,Dimps Corporation,0,2007
12377,The Smurfs 2,the-smurfs-2,Platform,E,nintendo,Ubisoft,Way Forward,0.1,2013
12380,Beach Spikers: Virtua Beach Volleyball,beach-spikers-virtua-beach-volleyball,Sports,E,nintendo,Sega,Sega-AM2,0.02,2002
12383,You Don't Know Jack: Mock 2,you-dont-know-jack-mock-2,Misc,T,other,Sierra Entertainment,"Jellyvision, Inc.",0.04,2000
12384,3D Tank Warfare Simulator Panzer Front,3d-tank-warfare-simulator-panzer-front,Simulation,T,other,Agetec,Enterbrain,0.04,2001
12385,Leisure Suit Larry: Box Office Bust,leisure-suit-larry-box-office-bust,Adventure,M,other,Codemasters,Team17 Software,0.03,2009
12386,Jade Cocoon 2,jade-cocoon-2,Role-Playing,T,other,Ubisoft,Genki,0.04,2001
12388,Harry Potter and the Deathly Hallows - Part 1,harry-potter-and-the-deathly-hallows-part-1,Action,T,pc,Electronic Arts,EA Bright Light,0.02,2010
12392,Puyo Puyo Tetris,puyo-puyo-tetris,Puzzle,E,other,Sega,Sonic Team,0.03,2017
12394,Myst,myst,Adventure,E,other,Empire Interactive,Hopelite Research,0,2008
12395,Van Helsing,van-helsing,Action,T,nintendo,VU Games,Saffire Corporation,0.03,2004
12396,Bee Movie Game,bee-movie-game,Action,E,other,Activision,Beenox,0.04,2007
12397,Just Dance 2019,just-dance-2019,Music,E,nintendo,Ubisoft,Ubisoft Paris,0.03,2018
12399,Rugby 15,rugby-15,Sports,E,other,Maximum Games,HB Studios,0.05,2015
12401,Sudoku Mania,sudoku-mania,Puzzle,E,other,UFO Interactive,FrontLine Studios,0,2006
12404,Kelly Slater's Pro Surfer,kelly-slaters-pro-surfer,Sports,E,xbox,Activision,Treyarch,0.02,2002
12406,SVC Chaos: SNK vs. Capcom,svc-chaos-snk-vs-capcom,Fighting,T,xbox,SNK,SNK Corporation,0.02,2004
12407,Teenage Mutant Ninja Turtles: Mutants in Manhattan,teenage-mutant-ninja-turtles-mutants-in-manhattan,Action,T,other,Activision,PlatinumGames,0.04,2016
12408,NAtURAL DOCtRINE,natural-doctrine,Role-Playing,M,other,NIS America,Kadokawa Games,0.02,2014
12409,NFL Tour,nfl-tour,Sports,E,xbox,EA Sports BIG,EA Tiburon,0,2008
12410,World Snooker Championship 2007,world-snooker-championship-2007,Sports,unrated,other,Sega,Blade Interactive,0.1,2007
12412,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,codename-kids-next-door-operation-videogame,Platform,E10,other,Global Star Software,High Voltage Software,0.04,2005
12414,Sudden Strike 4,sudden-strike-4,Strategy,T,other,Kalypso Media,Kite Games,0.03,2017
12416,Vanishing Point,vanishing-point,Racing,E,other,Acclaim Entertainment,Clockwork Games,0.04,2001
12418,Dragonseeds,dragonseeds,Action,T,other,Jaleco,Unknown,0.02,1998
12419,The Bard's Tale,the-bards-tale,Role-Playing,T,xbox,inXile Entertainment,InXile Entertainment,0.02,2004
12420,Dora & Kai-Lan's Pet Shelter,dora-amp-kai-lans-pet-shelter,Strategy,E,other,2K Play,Black Lantern Studios,0.01,2011
12424,Alien Hominid,alien-hominid,Shooter,T,other,O~3 Entertainment,The Behemoth,0.04,2004
12426,Bullet Witch,bullet-witch,Shooter,M,xbox,Atari,Cavia Inc.,0.01,2007
12430,Aidyn Chronicles: The First Mage,aidyn-chronicles-the-first-mage,Role-Playing,T,nintendo,THQ,H2O Interactive,0.02,2001
12432,Disney's Donald Duck: Goin' Quackers,disneys-donald-duck-goin-quackers,Platform,E,nintendo,Ubisoft,Disney Interactive Studios,0.02,2000
12434,Flying Dragon,flying-dragon,Fighting,T,nintendo,Natsume,Culture Brain,0.02,1998
12435,GT64 Championship Edition,gt64-championship-edition,Racing,E,nintendo,Ocean,Imagineer,0.02,1998
12436,Indy Racing 2000,indy-racing-2000,Racing,E,nintendo,Infogrames,Paradigm Entertainment,0.02,2000
12438,Jeopardy!,jeopardy,Misc,E,nintendo,GameTek,GameTek,0.02,1998
12439,Lode Runner 3-D,lode-runner-3-d,Action,E,nintendo,Infogrames,Big Bang,0.02,1999
12440,Milo's Astro Lanes,milos-astro-lanes,Sports,E,nintendo,Crave Entertainment,Player 1,0.02,1998
12441,Virtual Pool 64,virtual-pool-64,Sports,E,nintendo,Crave Entertainment,Celeris,0.02,1998
12442,Gekido,gekido,Fighting,T,other,Interplay,NA.P.S. Team SNC,0.04,2000
12443,World Series of Poker 2008: Battle for the Bracelets,world-series-of-poker-2008-battle-for-the-bracelets,Misc,T,other,Activision,Left Field Productions,0.01,2007
12444,Michael Jackson The Experience HD,michael-jackson-the-experience-hd,Misc,E10,other,Ubisoft,Longtail Studios,0.04,2012
12445,Monkey Mischief! Party Time,monkey-mischief-party-time,Misc,E10,nintendo,Activision,Activision,0,2008
12447,Accel World vs. Sword Art Online: Millennium Twilight,accel-world-vs-sword-art-online-millennium-twilight,Action,T,other,Namco Bandai Games,Namco Bandai Games,0.03,2017
12448,Spider-Man: Web of Shadows,spider-man-web-of-shadows,Action,E10,other,Activision,Griptonite Games,0,2008
12449,nail'd,naild,Racing,E10,xbox,Deep Silver,Techland,0.02,2010
12450,Disney's The Jungle Book,disneys-the-jungle-book,Platform,E,nintendo,Ubisoft,Visual Impact,0.03,2003
12451,Rolling Stone: Drum King,rolling-stone-drum-king,Misc,E10,nintendo,505 Games,Del,0,2009
12453,Angry Birds: Star Wars,angry-birds-star-wars,Puzzle,E,nintendo,Activision,Exient Entertainment,0.04,2013
12454,Army Men World War: Team Assault,army-men-world-war-team-assault,Action,T,other,3DO,3DO,0.04,2001
12455,Murdered: Soul Suspect,murdered-soul-suspect,Action-Adventure,M,xbox,Square Enix,Airtight Games,0.03,2014
12456,Tom Clancy's Splinter Cell,tom-clancys-splinter-cell,Shooter,T,nintendo,Ubisoft,Ubisoft,0.03,2003
12458,TrackMania Turbo,trackmania-turbo,Racing,E,xbox,Ubisoft,Nadeo,0.04,2016
12461,King's Field: The Ancient City,kings-field-the-ancient-city,Role-Playing,T,other,Agetec,From Software,0.04,2002
12462,LEGO Rock Raiders,lego-rock-raiders,Strategy,E,other,LEGO Media,Data Design Interactive,0.04,2000
12463,Silent Scope Complete,silent-scope-complete,Shooter,M,xbox,Konami,Konami,0.02,2004
12464,Odin Sphere: Leifthrasir,odin-sphere-leifthrasir,Role-Playing,unrated,other,Atlus,Vanillaware,0.02,2016
12465,Ghost in the Shell,ghost-in-the-shell,Simulation,T,other,THQ,Exact,0.04,1997
12466,Divinity: Original Sin,divinity-original-sin,Role-Playing,unrated,xbox,Focus Home Interactive,Larian Studios,0.03,2015
12467,Tom Clancy's HAWX 2,tom-clancys-hawx-2,Action,T,nintendo,Ubisoft,Ubisoft Bucharest,0.03,2010
12468,Blades of Time,blades-of-time,Action,unrated,other,Konami Digital Entertainment,Gaijin Games Inc.,0.03,2012
12469,Evil Dead: Fistfull of Boomstick,evil-dead-fistfull-of-boomstick,Action,M,xbox,THQ,VIS Entertainment,0.02,2003
12471,Tom Clancy's Classic Trilogy,tom-clancys-classic-trilogy,Shooter,M,xbox,Ubisoft,Unknown,0.02,2004
12474,Indigo Prophecy,indigo-prophecy,Adventure,M,xbox,Atari,Quantic Dream,0.03,2005
12476,Over the Hedge,over-the-hedge,Platform,E10,xbox,Activision,Edge of Reality,0.02,2006
12477,Start the Party! Save the World,start-the-party-save-the-world,Misc,unrated,other,Sony Computer Entertainment,Supermassive Games Ltd.,0.08,2011
12479,Sneakers,sneakers,Puzzle,E,xbox,Microsoft Game Studios,Media.Vision,0.02,2002
12481,NHL 2K6,nhl-2k6,Sports,E10,xbox,2K Sports,Kush Games,0,2005
12482,Thor: God of Thunder,thor-god-of-thunder,Action,T,nintendo,Sega,WayForward Technologies,0.03,2011
12483,Guilty Gear Xrd REV 2,guilty-gear-xrd-rev-2,Fighting,T,other,Aksys Games,Arc System Works,0.01,2017
12484,Contact,contact,Role-Playing,E10,other,Atlus,Grasshopper Manufacture,0,2006
12485,Micro Machines V3,micro-machines-v3,Racing,E,other,Midway Games,Codemasters,0.04,1997
12487,College Hoops 2K6,college-hoops-2k6,Sports,E,xbox,2K Sports,Visual Concepts,0.02,2005
12489,"Warhammer 40,000: Dawn of War II - Chaos Rising","000 dawn of war ii - chaos rising""",Strategy,M,pc,THQ,Relic,0.01,2010
12491,Big League Sports,big-league-sports,Sports,E,nintendo,Activision,Koolhaus Games,0.01,2008
12492,Cubic Ninja,cubic-ninja,Platform,E,nintendo,Ubisoft,AQ Interactive,0.04,2011
12493,Exhibition Volume 03,exhibition-volume-03,Misc,M,xbox,Microsoft,Various,0.02,2003
12497,Nancy Drew: The Model Mysteries,nancy-drew-the-model-mysteries,Puzzle,E10,other,THQ,THQ,0,2010
12498,Harry Potter and the Deathly Hallows - Part 2,harry-potter-and-the-deathly-hallows-part-2,Action,E10,pc,Electronic Arts,EA Bright Light,0.04,2011
12499,Opoona,opoona,Role-Playing,E10,nintendo,KOEI,ArtePiazza,0,2008
12500,Predator: Concrete Jungle,predator-concrete-jungle,Action,M,xbox,VU Games,Eurocom Entertainment Software,0.02,2005
12502,May's Mystery: Forbidden Memories,mays-mystery-forbidden-memories,Puzzle,E,other,Unknown,Mastertronic,0.04,2011
12503,NatGeo Challenge! Wild Life,natgeo-challenge-wild-life,Misc,E,other,D3 Publisher,Gusto Games,0.03,2010
12506,SpongeBob: HeroPants,spongebob-heropants,Action-Adventure,E,xbox,Activision,Behaviour Interactive,0,2015
12509,Universal Studios Theme Parks Adventure,universal-studios-theme-parks-adventure,Misc,T,nintendo,Kemco,Kemco,0.02,2001
12511,Fifi and the Flowertots,fifi-and-the-flowertots,Misc,unrated,other,Avanquest,Avanquest Software,0.09,2009
12512,Just Dance 2018,just-dance-2018,Music,E10,xbox,Ubisoft,Ubisoft Paris,0.03,2017
12513,Piglet's Big Game,piglets-big-game,Platform,E,other,Gotham Games,Doki Denki,0.04,2003
12514,Ben 10 Galactic Racing,ben-10-galactic-racing,Racing,E,xbox,D3 Publisher,Monkey Bar Games,0.02,2011
12515,Mystery Stories: Curse of the Ancient Spirits,mystery-stories-curse-of-the-ancient-spirits,Adventure,E10,other,Unknown,Avanquest Software,0.04,2011
12516,MySims SkyHeroes,mysims-skyheroes,Action,E10,xbox,Electronic Arts,The Sims Studio,0,2010
12518,Cate West: The Vanishing Files,cate-west-the-vanishing-files,Adventure,E10,other,Destineer,Magellan Interactive,0.01,2008
12521,Rocky: Legends,rocky-legends,Sports,T,xbox,Ubisoft,Venom Games,0.02,2004
12524,NeverDead,neverdead,Shooter,M,xbox,Konami,Rebellion Developments,0.03,2012
12527,Star Trek: Shattered Universe,star-trek-shattered-universe,Simulation,E,other,TDK Mediactive,Starsphere Interactive,0.04,2004
12529,Fantasia: Music Evolved,fantasia-music-evolved,Music,E10,xbox,Disney Interactive Studios,Harmonix Music Systems,0.01,2014
12531,The Land Before Time: Great Valley Racing Adventure,the-land-before-time-great-valley-racing-adventure,Racing,E,other,TDK Mediactive,Vision Scape,0.04,2001
12532,The Walking Dead: Season Two,the-walking-dead-season-two,Adventure,M,xbox,Telltale Games,Telltale Games,0.05,2014
12533,King of Clubs: Mini Golf,king-of-clubs-mini-golf,Sports,E,nintendo,Crave Entertainment,Oxygen Interactive,0,2008
12534,Ultra Street Fighter IV,ultra-street-fighter-iv,Fighting,unrated,other,Sony Computer Entertainment,Capcom,0.08,2015
12537,The Smurfs 2,the-smurfs-2,Platform,E,nintendo,Ubisoft,Way Forward,0.04,2013
12538,MTX Mototrax,mtx-mototrax,Racing,E,xbox,Activision,Left Field Productions,0.02,2004
12539,Blast Chamber,blast-chamber,Shooter,T,other,Activision,Attention To Detail,0.04,1996
12541,EyeToy: Operation Spy,eyetoy-operation-spy,Action,E,other,Sony Computer Entertainment,SCEE London Studio,0.04,2005
12543,Sega Genesis Classics,sega-genesis-classics,Misc,T,xbox,Sega,Sega,0.03,2018
