rank,name,basename,genre,esrb_rating,platform,publisher,developer,global_sales,year,region,regional_sales
406,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,Action,E,other,Electronic Arts,Argonaut Games,3.73,2001,europe,2
406,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,Action,E,other,Electronic Arts,Argonaut Games,3.73,2001,japan,0.14
406,Harry Potter and the Sorcerer's Stone,harry-potter-and-the-sorcerers-stone,Action,E,other,Electronic Arts,Argonaut Games,3.73,2001,other,0.22
411,FIFA Soccer 2005,fifa-soccer-2005,Sports,E,other,EA Sports,EA Canada,3.7,2004,north america,0.58
411,FIFA Soccer 2005,fifa-soccer-2005,Sports,E,other,EA Sports,EA Canada,3.7,2004,europe,2.48
411,FIFA Soccer 2005,fifa-soccer-2005,Sports,E,other,EA Sports,EA Canada,3.7,2004,japan,0.04
411,FIFA Soccer 2005,fifa-soccer-2005,Sports,E,other,EA Sports,EA Canada,3.7,2004,other,0.59
414,Tony Hawk's Pro Skater 4,tony-hawks-pro-skater-4,Sports,T,other,Activision,Neversoft Entertainment,3.67,2002,north america,2.13
414,Tony Hawk's Pro Skater 4,tony-hawks-pro-skater-4,Sports,T,other,Activision,Neversoft Entertainment,3.67,2002,europe,1.18
414,Tony Hawk's Pro Skater 4,tony-hawks-pro-skater-4,Sports,T,other,Activision,Neversoft Entertainment,3.67,2002,japan,0.01
414,Tony Hawk's Pro Skater 4,tony-hawks-pro-skater-4,Sports,T,other,Activision,Neversoft Entertainment,3.67,2002,other,0.35
416,MySims,mysims,Simulation,E,DS,Electronic Arts,EA Redwood Shores,3.66,2007,north america,1.58
416,MySims,mysims,Simulation,E,DS,Electronic Arts,EA Redwood Shores,3.66,2007,europe,1.6
416,MySims,mysims,Simulation,E,DS,Electronic Arts,EA Redwood Shores,3.66,2007,japan,0.08
416,MySims,mysims,Simulation,E,DS,Electronic Arts,EA Redwood Shores,3.66,2007,other,0.4
418,SOCOM: U.S. Navy SEALs,socom-us-navy-seals,Shooter,M,other,Sony Computer Entertainment,Zipper Interactive,3.65,2002,north america,2.53
418,SOCOM: U.S. Navy SEALs,socom-us-navy-seals,Shooter,M,other,Sony Computer Entertainment,Zipper Interactive,3.65,2002,europe,0.81
418,SOCOM: U.S. Navy SEALs,socom-us-navy-seals,Shooter,M,other,Sony Computer Entertainment,Zipper Interactive,3.65,2002,japan,0.06
418,SOCOM: U.S. Navy SEALs,socom-us-navy-seals,Shooter,M,other,Sony Computer Entertainment,Zipper Interactive,3.65,2002,other,0.24
419,Battlefield 4,battlefield-4,Shooter,M,other,Electronic Arts,EA DICE,3.64,2013,north america,1.31
419,Battlefield 4,battlefield-4,Shooter,M,other,Electronic Arts,EA DICE,3.64,2013,europe,1.5
419,Battlefield 4,battlefield-4,Shooter,M,other,Electronic Arts,EA DICE,3.64,2013,japan,0.27
419,Battlefield 4,battlefield-4,Shooter,M,other,Electronic Arts,EA DICE,3.64,2013,other,0.55
420,Jak and Daxter: The Precursor Legacy,jak-and-daxter-the-precursor-legacy,Platform,E,other,Sony Computer Entertainment,Naughty Dog,3.64,2001,north america,2.08
420,Jak and Daxter: The Precursor Legacy,jak-and-daxter-the-precursor-legacy,Platform,E,other,Sony Computer Entertainment,Naughty Dog,3.64,2001,europe,1.09
420,Jak and Daxter: The Precursor Legacy,jak-and-daxter-the-precursor-legacy,Platform,E,other,Sony Computer Entertainment,Naughty Dog,3.64,2001,japan,0.15
420,Jak and Daxter: The Precursor Legacy,jak-and-daxter-the-precursor-legacy,Platform,E,other,Sony Computer Entertainment,Naughty Dog,3.64,2001,other,0.33
422,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,E,other,Konami,Konami,3.63,2008,north america,0.05
422,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,E,other,Konami,Konami,3.63,2008,europe,0
422,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,E,other,Konami,Konami,3.63,2008,japan,0.64
422,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,E,other,Konami,Konami,3.63,2008,other,2.93
423,FIFA Soccer 10,fifa-soccer-10,Sports,E,other,EA Sports,EA Canada,3.63,2009,north america,0.6
423,FIFA Soccer 10,fifa-soccer-10,Sports,E,other,EA Sports,EA Canada,3.63,2009,europe,2.46
423,FIFA Soccer 10,fifa-soccer-10,Sports,E,other,EA Sports,EA Canada,3.63,2009,japan,0.05
423,FIFA Soccer 10,fifa-soccer-10,Sports,E,other,EA Sports,EA Canada,3.63,2009,other,0.52
426,Star Wars Battlefront,star-wars-battlefront,Shooter,T,other,LucasArts,Pandemic Studios,3.61,2004,north america,1.93
426,Star Wars Battlefront,star-wars-battlefront,Shooter,T,other,LucasArts,Pandemic Studios,3.61,2004,europe,1.22
426,Star Wars Battlefront,star-wars-battlefront,Shooter,T,other,LucasArts,Pandemic Studios,3.61,2004,japan,0.03
426,Star Wars Battlefront,star-wars-battlefront,Shooter,T,other,LucasArts,Pandemic Studios,3.61,2004,other,0.44
430,Assassin's Creed Syndicate,assassins-creed-syndicate,Action,M,other,Ubisoft,Ubisoft Quebec,3.6,2015,north america,0.9
430,Assassin's Creed Syndicate,assassins-creed-syndicate,Action,M,other,Ubisoft,Ubisoft Quebec,3.6,2015,europe,2.06
430,Assassin's Creed Syndicate,assassins-creed-syndicate,Action,M,other,Ubisoft,Ubisoft Quebec,3.6,2015,japan,0.08
430,Assassin's Creed Syndicate,assassins-creed-syndicate,Action,M,other,Ubisoft,Ubisoft Quebec,3.6,2015,other,0.55
431,Star Wars Battlefront II,star-wars-battlefront-ii,Shooter,T,other,LucasArts,Pandemic Studios,3.59,2005,north america,2.18
431,Star Wars Battlefront II,star-wars-battlefront-ii,Shooter,T,other,LucasArts,Pandemic Studios,3.59,2005,europe,1.02
431,Star Wars Battlefront II,star-wars-battlefront-ii,Shooter,T,other,LucasArts,Pandemic Studios,3.59,2005,japan,0.03
431,Star Wars Battlefront II,star-wars-battlefront-ii,Shooter,T,other,LucasArts,Pandemic Studios,3.59,2005,other,0.37
432,Assassin's Creed: Unity,assassins-creed-unity,Action,M,other,Ubisoft,Ubisoft Montreal,3.58,2014,north america,2.34
432,Assassin's Creed: Unity,assassins-creed-unity,Action,M,other,Ubisoft,Ubisoft Montreal,3.58,2014,europe,0.9
432,Assassin's Creed: Unity,assassins-creed-unity,Action,M,other,Ubisoft,Ubisoft Montreal,3.58,2014,japan,0
432,Assassin's Creed: Unity,assassins-creed-unity,Action,M,other,Ubisoft,Ubisoft Montreal,3.58,2014,other,0.34
433,Cooking Mama 2: Dinner With Friends,cooking-mama-2-dinner-with-friends,Simulation,E,DS,Majesco,Office Create,3.58,2007,north america,1.6
433,Cooking Mama 2: Dinner With Friends,cooking-mama-2-dinner-with-friends,Simulation,E,DS,Majesco,Office Create,3.58,2007,europe,1.49
433,Cooking Mama 2: Dinner With Friends,cooking-mama-2-dinner-with-friends,Simulation,E,DS,Majesco,Office Create,3.58,2007,japan,0.1
433,Cooking Mama 2: Dinner With Friends,cooking-mama-2-dinner-with-friends,Simulation,E,DS,Majesco,Office Create,3.58,2007,other,0.39
435,WWF SmackDown!,wwf-smackdown,Fighting,T,other,THQ,Yuke's,3.58,2000,north america,2.01
435,WWF SmackDown!,wwf-smackdown,Fighting,T,other,THQ,Yuke's,3.58,2000,europe,1.35
435,WWF SmackDown!,wwf-smackdown,Fighting,T,other,THQ,Yuke's,3.58,2000,japan,0.06
435,WWF SmackDown!,wwf-smackdown,Fighting,T,other,THQ,Yuke's,3.58,2000,other,0.16
437,Battlefield 4,battlefield-4,Shooter,M,other,Electronic Arts,EA DICE,3.54,2013,north america,2.16
437,Battlefield 4,battlefield-4,Shooter,M,other,Electronic Arts,EA DICE,3.54,2013,europe,1.05
437,Battlefield 4,battlefield-4,Shooter,M,other,Electronic Arts,EA DICE,3.54,2013,japan,0.02
437,Battlefield 4,battlefield-4,Shooter,M,other,Electronic Arts,EA DICE,3.54,2013,other,0.32
438,Grand Theft Auto: Liberty City Stories,grand-theft-auto-liberty-city-stories,Action,M,other,Rockstar Games,Rockstar Leeds,3.54,2006,north america,1.56
438,Grand Theft Auto: Liberty City Stories,grand-theft-auto-liberty-city-stories,Action,M,other,Rockstar Games,Rockstar Leeds,3.54,2006,europe,1.4
438,Grand Theft Auto: Liberty City Stories,grand-theft-auto-liberty-city-stories,Action,M,other,Rockstar Games,Rockstar Leeds,3.54,2006,japan,0.07
438,Grand Theft Auto: Liberty City Stories,grand-theft-auto-liberty-city-stories,Action,M,other,Rockstar Games,Rockstar Leeds,3.54,2006,other,0.5
439,The Getaway,the-getaway,Action,M,other,Sony Computer Entertainment,Team Soho,3.54,2003,north america,1.23
439,The Getaway,the-getaway,Action,M,other,Sony Computer Entertainment,Team Soho,3.54,2003,europe,1.77
439,The Getaway,the-getaway,Action,M,other,Sony Computer Entertainment,Team Soho,3.54,2003,japan,0.05
439,The Getaway,the-getaway,Action,M,other,Sony Computer Entertainment,Team Soho,3.54,2003,other,0.49
440,Tomb Raider III: Adventures of Lara Croft,tomb-raider-iii-adventures-of-lara-croft,Adventure,T,other,Eidos Interactive,Core Design Ltd.,3.54,1998,north america,1.66
440,Tomb Raider III: Adventures of Lara Croft,tomb-raider-iii-adventures-of-lara-croft,Adventure,T,other,Eidos Interactive,Core Design Ltd.,3.54,1998,europe,1.58
440,Tomb Raider III: Adventures of Lara Croft,tomb-raider-iii-adventures-of-lara-croft,Adventure,T,other,Eidos Interactive,Core Design Ltd.,3.54,1998,japan,0.12
440,Tomb Raider III: Adventures of Lara Croft,tomb-raider-iii-adventures-of-lara-croft,Adventure,T,other,Eidos Interactive,Core Design Ltd.,3.54,1998,other,0.18
441,Batman: Arkham Asylum,batman-arkham-asylum,Action,T,other,Eidos Interactive,Rocksteady Studios,3.54,2009,north america,2.24
441,Batman: Arkham Asylum,batman-arkham-asylum,Action,T,other,Eidos Interactive,Rocksteady Studios,3.54,2009,europe,0.95
441,Batman: Arkham Asylum,batman-arkham-asylum,Action,T,other,Eidos Interactive,Rocksteady Studios,3.54,2009,japan,0.02
441,Batman: Arkham Asylum,batman-arkham-asylum,Action,T,other,Eidos Interactive,Rocksteady Studios,3.54,2009,other,0.33
442,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,other,Ubisoft,Ubisoft Montreal,3.53,2010,north america,2.87
442,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,other,Ubisoft,Ubisoft Montreal,3.53,2010,europe,0.39
442,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,other,Ubisoft,Ubisoft Montreal,3.53,2010,japan,0.03
442,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,other,Ubisoft,Ubisoft Montreal,3.53,2010,other,0.25
443,James Bond 007: Agent Under Fire,james-bond-007-agent-under-fire,Shooter,T,other,Electronic Arts,EA Redwood Shores,3.53,2001,north america,1.9
443,James Bond 007: Agent Under Fire,james-bond-007-agent-under-fire,Shooter,T,other,Electronic Arts,EA Redwood Shores,3.53,2001,europe,1.13
443,James Bond 007: Agent Under Fire,james-bond-007-agent-under-fire,Shooter,T,other,Electronic Arts,EA Redwood Shores,3.53,2001,japan,0.1
443,James Bond 007: Agent Under Fire,james-bond-007-agent-under-fire,Shooter,T,other,Electronic Arts,EA Redwood Shores,3.53,2001,other,0.41
444,LEGO Star Wars: The Video Game,lego-star-wars-the-video-game,Action,E,other,Eidos Interactive,Traveller's Tales,3.53,2005,north america,1.98
444,LEGO Star Wars: The Video Game,lego-star-wars-the-video-game,Action,E,other,Eidos Interactive,Traveller's Tales,3.53,2005,europe,1.14
444,LEGO Star Wars: The Video Game,lego-star-wars-the-video-game,Action,E,other,Eidos Interactive,Traveller's Tales,3.53,2005,japan,0.01
444,LEGO Star Wars: The Video Game,lego-star-wars-the-video-game,Action,E,other,Eidos Interactive,Traveller's Tales,3.53,2005,other,0.41
445,Resident Evil 5,resident-evil-5,Action,M,other,Capcom,Capcom,3.53,2009,north america,2.13
445,Resident Evil 5,resident-evil-5,Action,M,other,Capcom,Capcom,3.53,2009,europe,0.93
445,Resident Evil 5,resident-evil-5,Action,M,other,Capcom,Capcom,3.53,2009,japan,0.12
445,Resident Evil 5,resident-evil-5,Action,M,other,Capcom,Capcom,3.53,2009,other,0.34
447,NBA 2K17,nba-2k17,Sports,E,other,2K Sports,Visual Concepts,3.52,2016,north america,2.28
447,NBA 2K17,nba-2k17,Sports,E,other,2K Sports,Visual Concepts,3.52,2016,europe,0.59
447,NBA 2K17,nba-2k17,Sports,E,other,2K Sports,Visual Concepts,3.52,2016,japan,0.03
447,NBA 2K17,nba-2k17,Sports,E,other,2K Sports,Visual Concepts,3.52,2016,other,0.63
448,FIFA Soccer 11,fifa-soccer-11,Sports,E,other,EA Sports,EA Canada,3.52,2010,north america,0.71
448,FIFA Soccer 11,fifa-soccer-11,Sports,E,other,EA Sports,EA Canada,3.52,2010,europe,2.39
448,FIFA Soccer 11,fifa-soccer-11,Sports,E,other,EA Sports,EA Canada,3.52,2010,japan,0.02
448,FIFA Soccer 11,fifa-soccer-11,Sports,E,other,EA Sports,EA Canada,3.52,2010,other,0.4
449,Spyro 2: Ripto's Rage!,spyro-2-riptos-rage,Platform,E,other,Sony Computer Entertainment,Insomniac Games,3.52,1999,north america,2.14
449,Spyro 2: Ripto's Rage!,spyro-2-riptos-rage,Platform,E,other,Sony Computer Entertainment,Insomniac Games,3.52,1999,europe,1.21
449,Spyro 2: Ripto's Rage!,spyro-2-riptos-rage,Platform,E,other,Sony Computer Entertainment,Insomniac Games,3.52,1999,japan,0.01
449,Spyro 2: Ripto's Rage!,spyro-2-riptos-rage,Platform,E,other,Sony Computer Entertainment,Insomniac Games,3.52,1999,other,0.17
450,Left 4 Dead,left-4-dead,Shooter,M,other,Valve Corporation,Certain Affinity / Valve Software,3.52,2008,north america,2.66
450,Left 4 Dead,left-4-dead,Shooter,M,other,Valve Corporation,Certain Affinity / Valve Software,3.52,2008,europe,0.49
450,Left 4 Dead,left-4-dead,Shooter,M,other,Valve Corporation,Certain Affinity / Valve Software,3.52,2008,japan,0.05
450,Left 4 Dead,left-4-dead,Shooter,M,other,Valve Corporation,Certain Affinity / Valve Software,3.52,2008,other,0.31
456,FIFA Soccer 2004,fifa-soccer-2004,Sports,E,other,EA Sports,EA Canada,3.49,2003,north america,0.59
456,FIFA Soccer 2004,fifa-soccer-2004,Sports,E,other,EA Sports,EA Canada,3.49,2003,europe,2.36
456,FIFA Soccer 2004,fifa-soccer-2004,Sports,E,other,EA Sports,EA Canada,3.49,2003,japan,0.04
456,FIFA Soccer 2004,fifa-soccer-2004,Sports,E,other,EA Sports,EA Canada,3.49,2003,other,0.51
459,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,other,Electronic Arts,EA Digital Illusions CE,3.48,2010,north america,2.11
459,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,other,Electronic Arts,EA Digital Illusions CE,3.48,2010,europe,1.01
459,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,other,Electronic Arts,EA Digital Illusions CE,3.48,2010,japan,0.04
459,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,other,Electronic Arts,EA Digital Illusions CE,3.48,2010,other,0.33
460,Borderlands,borderlands,Shooter,M,other,2K Games,Gearbox Software,3.48,2009,north america,2.43
460,Borderlands,borderlands,Shooter,M,other,2K Games,Gearbox Software,3.48,2009,europe,0.72
460,Borderlands,borderlands,Shooter,M,other,2K Games,Gearbox Software,3.48,2009,japan,0.03
460,Borderlands,borderlands,Shooter,M,other,2K Games,Gearbox Software,3.48,2009,other,0.3
461,Mario & Sonic at the Olympic Winter Games,mario-amp-sonic-at-the-olympic-winter-games,Sports,E,DS,Sega,Sega,3.47,2009,north america,1.21
461,Mario & Sonic at the Olympic Winter Games,mario-amp-sonic-at-the-olympic-winter-games,Sports,E,DS,Sega,Sega,3.47,2009,europe,1.63
461,Mario & Sonic at the Olympic Winter Games,mario-amp-sonic-at-the-olympic-winter-games,Sports,E,DS,Sega,Sega,3.47,2009,japan,0.27
461,Mario & Sonic at the Olympic Winter Games,mario-amp-sonic-at-the-olympic-winter-games,Sports,E,DS,Sega,Sega,3.47,2009,other,0.37
463,Guitar Hero: On Tour,guitar-hero-on-tour,Misc,E10,DS,Activision,Vicarious Visions,3.46,2008,north america,2.1
463,Guitar Hero: On Tour,guitar-hero-on-tour,Misc,E10,DS,Activision,Vicarious Visions,3.46,2008,europe,1.01
463,Guitar Hero: On Tour,guitar-hero-on-tour,Misc,E10,DS,Activision,Vicarious Visions,3.46,2008,japan,0.01
463,Guitar Hero: On Tour,guitar-hero-on-tour,Misc,E10,DS,Activision,Vicarious Visions,3.46,2008,other,0.35
465,Halo: The Master Chief Collection,halo-the-master-chief-collection,Shooter,M,other,Microsoft Studios,343 Industries,3.44,2014,north america,2.06
465,Halo: The Master Chief Collection,halo-the-master-chief-collection,Shooter,M,other,Microsoft Studios,343 Industries,3.44,2014,europe,1.04
465,Halo: The Master Chief Collection,halo-the-master-chief-collection,Shooter,M,other,Microsoft Studios,343 Industries,3.44,2014,japan,0.03
465,Halo: The Master Chief Collection,halo-the-master-chief-collection,Shooter,M,other,Microsoft Studios,343 Industries,3.44,2014,other,0.31
467,Tekken 4,tekken-4,Fighting,T,other,Namco,Namco,3.44,2002,north america,1.55
467,Tekken 4,tekken-4,Fighting,T,other,Namco,Namco,3.44,2002,europe,1.27
467,Tekken 4,tekken-4,Fighting,T,other,Namco,Namco,3.44,2002,japan,0.33
467,Tekken 4,tekken-4,Fighting,T,other,Namco,Namco,3.44,2002,other,0.29
468,FIFA 14,fifa-14,Sports,E,other,EA Sports,EA Canada,3.43,2013,north america,0.62
468,FIFA 14,fifa-14,Sports,E,other,EA Sports,EA Canada,3.43,2013,europe,2.18
468,FIFA 14,fifa-14,Sports,E,other,EA Sports,EA Canada,3.43,2013,japan,0.12
468,FIFA 14,fifa-14,Sports,E,other,EA Sports,EA Canada,3.43,2013,other,0.51
469,LittleBigPlanet 2,littlebigplanet-2,Platform,E,other,Sony Computer Entertainment,Media Molecule,3.43,2011,north america,1.83
469,LittleBigPlanet 2,littlebigplanet-2,Platform,E,other,Sony Computer Entertainment,Media Molecule,3.43,2011,europe,1.07
469,LittleBigPlanet 2,littlebigplanet-2,Platform,E,other,Sony Computer Entertainment,Media Molecule,3.43,2011,japan,0.06
469,LittleBigPlanet 2,littlebigplanet-2,Platform,E,other,Sony Computer Entertainment,Media Molecule,3.43,2011,other,0.47
472,Spider-Man 2,spider-man-2,Action,T,other,Activision,Treyarch,3.41,2004,north america,1.75
472,Spider-Man 2,spider-man-2,Action,T,other,Activision,Treyarch,3.41,2004,europe,1.2
472,Spider-Man 2,spider-man-2,Action,T,other,Activision,Treyarch,3.41,2004,japan,0.02
472,Spider-Man 2,spider-man-2,Action,T,other,Activision,Treyarch,3.41,2004,other,0.43
475,FIFA Soccer 2003,fifa-soccer-2003,Sports,E,other,EA Sports,EA Canada,3.4,2002,north america,0.46
475,FIFA Soccer 2003,fifa-soccer-2003,Sports,E,other,EA Sports,EA Canada,3.4,2002,europe,2.28
475,FIFA Soccer 2003,fifa-soccer-2003,Sports,E,other,EA Sports,EA Canada,3.4,2002,japan,0.05
475,FIFA Soccer 2003,fifa-soccer-2003,Sports,E,other,EA Sports,EA Canada,3.4,2002,other,0.61
476,Crash Bash,crash-bash,Misc,E,other,Sony Computer Entertainment,Eurocom Entertainment Software,3.39,2000,north america,1.56
476,Crash Bash,crash-bash,Misc,E,other,Sony Computer Entertainment,Eurocom Entertainment Software,3.39,2000,europe,1.47
476,Crash Bash,crash-bash,Misc,E,other,Sony Computer Entertainment,Eurocom Entertainment Software,3.39,2000,japan,0.19
476,Crash Bash,crash-bash,Misc,E,other,Sony Computer Entertainment,Eurocom Entertainment Software,3.39,2000,other,0.17
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,other,Bethesda Softworks,Bethesda Softworks,3.36,2016,north america,1.24
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,other,Bethesda Softworks,Bethesda Softworks,3.36,2016,europe,1.5
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,other,Bethesda Softworks,Bethesda Softworks,3.36,2016,japan,0.08
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,other,Bethesda Softworks,Bethesda Softworks,3.36,2016,other,0.54
480,Watch Dogs 2,watch-dogs-2,Action,unrated,other,Ubisoft,Ubisoft,3.36,2016,north america,0.98
480,Watch Dogs 2,watch-dogs-2,Action,unrated,other,Ubisoft,Ubisoft,3.36,2016,europe,1.74
480,Watch Dogs 2,watch-dogs-2,Action,unrated,other,Ubisoft,Ubisoft,3.36,2016,japan,0.12
480,Watch Dogs 2,watch-dogs-2,Action,unrated,other,Ubisoft,Ubisoft,3.36,2016,other,0.52
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,other,Ubisoft,Ubisoft Montreal,3.34,2013,north america,1.9
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,other,Ubisoft,Ubisoft Montreal,3.34,2013,europe,1.14
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,other,Ubisoft,Ubisoft Montreal,3.34,2013,japan,0.01
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,other,Ubisoft,Ubisoft Montreal,3.34,2013,other,0.3
485,NBA 2K18,nba-2k18,Sports,E10,other,2K Sports,Visual Concepts,3.34,2017,north america,2.13
485,NBA 2K18,nba-2k18,Sports,E10,other,2K Sports,Visual Concepts,3.34,2017,europe,0.57
485,NBA 2K18,nba-2k18,Sports,E10,other,2K Sports,Visual Concepts,3.34,2017,japan,0.04
485,NBA 2K18,nba-2k18,Sports,E10,other,2K Sports,Visual Concepts,3.34,2017,other,0.59
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,other,Electronic Arts,Eurocom Entertainment Software,3.33,2002,north america,1.45
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,other,Electronic Arts,Eurocom Entertainment Software,3.33,2002,europe,1.29
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,other,Electronic Arts,Eurocom Entertainment Software,3.33,2002,japan,0.12
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,other,Electronic Arts,Eurocom Entertainment Software,3.33,2002,other,0.46
490,Ratchet & Clank,ratchet-amp-clank,Platform,T,other,Sony Computer Entertainment,Insomniac Games,3.33,2002,north america,1.44
490,Ratchet & Clank,ratchet-amp-clank,Platform,T,other,Sony Computer Entertainment,Insomniac Games,3.33,2002,europe,1.01
490,Ratchet & Clank,ratchet-amp-clank,Platform,T,other,Sony Computer Entertainment,Insomniac Games,3.33,2002,japan,0.57
490,Ratchet & Clank,ratchet-amp-clank,Platform,T,other,Sony Computer Entertainment,Insomniac Games,3.33,2002,other,0.3
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,T,other,LucasArts,The Collective,3.32,2005,north america,1.47
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,T,other,LucasArts,The Collective,3.32,2005,europe,1.39
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,T,other,LucasArts,The Collective,3.32,2005,japan,0.03
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,T,other,LucasArts,The Collective,3.32,2005,other,0.43
493,Max Payne,max-payne,Shooter,M,other,Rockstar Games,Remedy Entertainment,3.31,2001,north america,1.99
493,Max Payne,max-payne,Shooter,M,other,Rockstar Games,Remedy Entertainment,3.31,2001,europe,1.05
493,Max Payne,max-payne,Shooter,M,other,Rockstar Games,Remedy Entertainment,3.31,2001,japan,0.05
493,Max Payne,max-payne,Shooter,M,other,Rockstar Games,Remedy Entertainment,3.31,2001,other,0.22
499,The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,Action,T,other,Electronic Arts,"Hypnos Entertainment, Inc.",3.28,2003,north america,1.5
499,The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,Action,T,other,Electronic Arts,"Hypnos Entertainment, Inc.",3.28,2003,europe,1.28
499,The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,Action,T,other,Electronic Arts,"Hypnos Entertainment, Inc.",3.28,2003,japan,0.05
499,The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,Action,T,other,Electronic Arts,"Hypnos Entertainment, Inc.",3.28,2003,other,0.46
502,True Crime: Streets of LA,true-crime-streets-of-la,Action,M,other,Activision,Luxoflux,3.27,2003,north america,1.89
502,True Crime: Streets of LA,true-crime-streets-of-la,Action,M,other,Activision,Luxoflux,3.27,2003,europe,1.05
502,True Crime: Streets of LA,true-crime-streets-of-la,Action,M,other,Activision,Luxoflux,3.27,2003,japan,0.02
502,True Crime: Streets of LA,true-crime-streets-of-la,Action,M,other,Activision,Luxoflux,3.27,2003,other,0.31
503,Gran Turismo (PSP),gran-turismo-psp,Racing,E,other,Sony Computer Entertainment,Polyphony Digital,3.27,2009,north america,0.51
503,Gran Turismo (PSP),gran-turismo-psp,Racing,E,other,Sony Computer Entertainment,Polyphony Digital,3.27,2009,europe,1.59
503,Gran Turismo (PSP),gran-turismo-psp,Racing,E,other,Sony Computer Entertainment,Polyphony Digital,3.27,2009,japan,0.31
503,Gran Turismo (PSP),gran-turismo-psp,Racing,E,other,Sony Computer Entertainment,Polyphony Digital,3.27,2009,other,0.86
504,Far Cry 3,far-cry-3,Shooter,unrated,other,Ubisoft,Ubisoft Montreal,3.27,2012,north america,0.88
504,Far Cry 3,far-cry-3,Shooter,unrated,other,Ubisoft,Ubisoft Montreal,3.27,2012,europe,1.79
504,Far Cry 3,far-cry-3,Shooter,unrated,other,Ubisoft,Ubisoft Montreal,3.27,2012,japan,0.1
504,Far Cry 3,far-cry-3,Shooter,unrated,other,Ubisoft,Ubisoft Montreal,3.27,2012,other,0.5
507,Tekken,tekken,Fighting,T,other,Namco,Namco,3.24,1995,north america,0.95
507,Tekken,tekken,Fighting,T,other,Namco,Namco,3.24,1995,europe,1.3
507,Tekken,tekken,Fighting,T,other,Namco,Namco,3.24,1995,japan,0.77
507,Tekken,tekken,Fighting,T,other,Namco,Namco,3.24,1995,other,0.22
510,L.A. Noire,la-noire,Adventure,M,other,Rockstar Games,Team Bondi,3.21,2011,north america,1.29
510,L.A. Noire,la-noire,Adventure,M,other,Rockstar Games,Team Bondi,3.21,2011,europe,1.31
510,L.A. Noire,la-noire,Adventure,M,other,Rockstar Games,Team Bondi,3.21,2011,japan,0.12
510,L.A. Noire,la-noire,Adventure,M,other,Rockstar Games,Team Bondi,3.21,2011,other,0.49
515,WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,Fighting,T,other,THQ,Yuke's,3.2,2000,north america,1.76
515,WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,Fighting,T,other,THQ,Yuke's,3.2,2000,europe,1.21
515,WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,Fighting,T,other,THQ,Yuke's,3.2,2000,japan,0.07
515,WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,Fighting,T,other,THQ,Yuke's,3.2,2000,other,0.16
