rank,name,basename,genre,esrb_rating,platform,publisher,developer,global_sales,year,region,regional_sales
3091,Tetris Party Deluxe,tetris-party-deluxe,Puzzle,E,DS,Majesco,"Tetris Online, Inc",0.77,2010,other,0.07
3092,Dragon Ball: Raging Blast,dragon-ball-raging-blast,Fighting,T,other,Namco Bandai,Spike,0.77,2009,north america,0.37
3092,Dragon Ball: Raging Blast,dragon-ball-raging-blast,Fighting,T,other,Namco Bandai,Spike,0.77,2009,europe,0.19
3092,Dragon Ball: Raging Blast,dragon-ball-raging-blast,Fighting,T,other,Namco Bandai,Spike,0.77,2009,japan,0.11
3092,Dragon Ball: Raging Blast,dragon-ball-raging-blast,Fighting,T,other,Namco Bandai,Spike,0.77,2009,other,0.1
3093,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,other,Electronic Arts,Piranha Games,0.77,2008,north america,0.23
3093,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,other,Electronic Arts,Piranha Games,0.77,2008,europe,0.32
3093,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,other,Electronic Arts,Piranha Games,0.77,2008,japan,0.03
3093,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,other,Electronic Arts,Piranha Games,0.77,2008,other,0.19
3098,Donkey Kong Country 3,donkey-kong-country-3,Platform,E,other,Nintendo,Rare Ltd.,0.77,2005,north america,0.45
3098,Donkey Kong Country 3,donkey-kong-country-3,Platform,E,other,Nintendo,Rare Ltd.,0.77,2005,europe,0.17
3098,Donkey Kong Country 3,donkey-kong-country-3,Platform,E,other,Nintendo,Rare Ltd.,0.77,2005,japan,0.14
3098,Donkey Kong Country 3,donkey-kong-country-3,Platform,E,other,Nintendo,Rare Ltd.,0.77,2005,other,0.01
3100,Persona 4 Arena,persona-4-arena,Fighting,T,other,Atlus,Arc System Works,0.77,2012,north america,0.32
3100,Persona 4 Arena,persona-4-arena,Fighting,T,other,Atlus,Arc System Works,0.77,2012,europe,0.12
3100,Persona 4 Arena,persona-4-arena,Fighting,T,other,Atlus,Arc System Works,0.77,2012,japan,0.24
3100,Persona 4 Arena,persona-4-arena,Fighting,T,other,Atlus,Arc System Works,0.77,2012,other,0.08
3101,Unlimited Saga,unlimited-saga,Role-Playing,T,other,Square Enix,SquareSoft,0.77,2003,north america,0.1
3101,Unlimited Saga,unlimited-saga,Role-Playing,T,other,Square Enix,SquareSoft,0.77,2003,europe,0.08
3101,Unlimited Saga,unlimited-saga,Role-Playing,T,other,Square Enix,SquareSoft,0.77,2003,japan,0.56
3101,Unlimited Saga,unlimited-saga,Role-Playing,T,other,Square Enix,SquareSoft,0.77,2003,other,0.03
3102,Pokemon Dash,pokemon-dash,Racing,E,DS,Nintendo,Ambrella,0.77,2005,north america,0.21
3102,Pokemon Dash,pokemon-dash,Racing,E,DS,Nintendo,Ambrella,0.77,2005,europe,0.14
3102,Pokemon Dash,pokemon-dash,Racing,E,DS,Nintendo,Ambrella,0.77,2005,japan,0.38
3102,Pokemon Dash,pokemon-dash,Racing,E,DS,Nintendo,Ambrella,0.77,2005,other,0.04
3105,Lego Marvel Super Heroes,lego-marvel-super-heroes,Action,E10,other,Warner Bros. Interactive Entertainment,Traveller's Tales,0.76,2013,north america,0.31
3105,Lego Marvel Super Heroes,lego-marvel-super-heroes,Action,E10,other,Warner Bros. Interactive Entertainment,Traveller's Tales,0.76,2013,europe,0.36
3105,Lego Marvel Super Heroes,lego-marvel-super-heroes,Action,E10,other,Warner Bros. Interactive Entertainment,Traveller's Tales,0.76,2013,japan,0.03
3105,Lego Marvel Super Heroes,lego-marvel-super-heroes,Action,E10,other,Warner Bros. Interactive Entertainment,Traveller's Tales,0.76,2013,other,0.06
3109,Formula 1,formula-1,Racing,E,other,Sony Computer Entertainment,Bizarre Creations,0.76,1996,north america,0.18
3109,Formula 1,formula-1,Racing,E,other,Sony Computer Entertainment,Bizarre Creations,0.76,1996,europe,0.12
3109,Formula 1,formula-1,Racing,E,other,Sony Computer Entertainment,Bizarre Creations,0.76,1996,japan,0.42
3109,Formula 1,formula-1,Racing,E,other,Sony Computer Entertainment,Bizarre Creations,0.76,1996,other,0.05
3111,Resident Evil: Revelations,resident-evil-revelations,Action,M,other,Capcom,Capcom,0.76,2013,north america,0.14
3111,Resident Evil: Revelations,resident-evil-revelations,Action,M,other,Capcom,Capcom,0.76,2013,europe,0.32
3111,Resident Evil: Revelations,resident-evil-revelations,Action,M,other,Capcom,Capcom,0.76,2013,japan,0.22
3111,Resident Evil: Revelations,resident-evil-revelations,Action,M,other,Capcom,Capcom,0.76,2013,other,0.09
3113,Pro Evolution Soccer 2015,pro-evolution-soccer-2015,Sports,E,other,Konami Digital Entertainment,PES Productions,0.76,2014,north america,0.09
3113,Pro Evolution Soccer 2015,pro-evolution-soccer-2015,Sports,E,other,Konami Digital Entertainment,PES Productions,0.76,2014,europe,0.45
3113,Pro Evolution Soccer 2015,pro-evolution-soccer-2015,Sports,E,other,Konami Digital Entertainment,PES Productions,0.76,2014,japan,0.12
3113,Pro Evolution Soccer 2015,pro-evolution-soccer-2015,Sports,E,other,Konami Digital Entertainment,PES Productions,0.76,2014,other,0.1
3114,Banjo-Kazooie: Nuts & Bolts,banjo-kazooie-nuts-amp-bolts,Platform,E10,other,Microsoft Game Studios,Rare Ltd.,0.76,2008,north america,0.32
3114,Banjo-Kazooie: Nuts & Bolts,banjo-kazooie-nuts-amp-bolts,Platform,E10,other,Microsoft Game Studios,Rare Ltd.,0.76,2008,europe,0.35
3114,Banjo-Kazooie: Nuts & Bolts,banjo-kazooie-nuts-amp-bolts,Platform,E10,other,Microsoft Game Studios,Rare Ltd.,0.76,2008,japan,0
3114,Banjo-Kazooie: Nuts & Bolts,banjo-kazooie-nuts-amp-bolts,Platform,E10,other,Microsoft Game Studios,Rare Ltd.,0.76,2008,other,0.08
3118,Street Fighter Alpha: Warriors' Dreams,street-fighter-alpha-warriors-dreams,Fighting,T,other,Capcom,Capcom,0.76,1995,north america,0.17
3118,Street Fighter Alpha: Warriors' Dreams,street-fighter-alpha-warriors-dreams,Fighting,T,other,Capcom,Capcom,0.76,1995,europe,0.11
3118,Street Fighter Alpha: Warriors' Dreams,street-fighter-alpha-warriors-dreams,Fighting,T,other,Capcom,Capcom,0.76,1995,japan,0.43
3118,Street Fighter Alpha: Warriors' Dreams,street-fighter-alpha-warriors-dreams,Fighting,T,other,Capcom,Capcom,0.76,1995,other,0.05
3127,Mega Man Battle Network 6: Cybeast Falzar / Gregar,mega-man-battle-network-6-cybeast-falzar,Role-Playing,E,other,Capcom,Capcom,0.76,2006,north america,0.09
3127,Mega Man Battle Network 6: Cybeast Falzar / Gregar,mega-man-battle-network-6-cybeast-falzar,Role-Playing,E,other,Capcom,Capcom,0.76,2006,europe,0.03
3127,Mega Man Battle Network 6: Cybeast Falzar / Gregar,mega-man-battle-network-6-cybeast-falzar,Role-Playing,E,other,Capcom,Capcom,0.76,2006,japan,0.62
3127,Mega Man Battle Network 6: Cybeast Falzar / Gregar,mega-man-battle-network-6-cybeast-falzar,Role-Playing,E,other,Capcom,Capcom,0.76,2006,other,0.02
3132,PokePark 2: Wonders Beyond,pokepark-2-wonders-beyond,Action-Adventure,E,other,Nintendo,Creatures Inc.,0.76,2012,north america,0.26
3132,PokePark 2: Wonders Beyond,pokepark-2-wonders-beyond,Action-Adventure,E,other,Nintendo,Creatures Inc.,0.76,2012,europe,0.19
3132,PokePark 2: Wonders Beyond,pokepark-2-wonders-beyond,Action-Adventure,E,other,Nintendo,Creatures Inc.,0.76,2012,japan,0.27
3132,PokePark 2: Wonders Beyond,pokepark-2-wonders-beyond,Action-Adventure,E,other,Nintendo,Creatures Inc.,0.76,2012,other,0.04
3133,SoulCalibur V,soulcalibur-v,Fighting,T,other,Namco Bandai,Project Soul,0.76,2012,north america,0.35
3133,SoulCalibur V,soulcalibur-v,Fighting,T,other,Namco Bandai,Project Soul,0.76,2012,europe,0.24
3133,SoulCalibur V,soulcalibur-v,Fighting,T,other,Namco Bandai,Project Soul,0.76,2012,japan,0.07
3133,SoulCalibur V,soulcalibur-v,Fighting,T,other,Namco Bandai,Project Soul,0.76,2012,other,0.09
3136,Marvel vs. Capcom 2,marvel-vs-capcom-2,Fighting,T,other,Capcom,Capcom,0.76,2002,north america,0.31
3136,Marvel vs. Capcom 2,marvel-vs-capcom-2,Fighting,T,other,Capcom,Capcom,0.76,2002,europe,0.24
3136,Marvel vs. Capcom 2,marvel-vs-capcom-2,Fighting,T,other,Capcom,Capcom,0.76,2002,japan,0.13
3136,Marvel vs. Capcom 2,marvel-vs-capcom-2,Fighting,T,other,Capcom,Capcom,0.76,2002,other,0.08
3139,Lost Planet 2,lost-planet-2,Shooter,T,other,Capcom,Capcom,0.76,2010,north america,0.38
3139,Lost Planet 2,lost-planet-2,Shooter,T,other,Capcom,Capcom,0.76,2010,europe,0.24
3139,Lost Planet 2,lost-planet-2,Shooter,T,other,Capcom,Capcom,0.76,2010,japan,0.08
3139,Lost Planet 2,lost-planet-2,Shooter,T,other,Capcom,Capcom,0.76,2010,other,0.06
3141,True Crime: New York City,true-crime-new-york-city,Action,M,other,Activision,Luxoflux,0.76,2005,north america,0.57
3141,True Crime: New York City,true-crime-new-york-city,Action,M,other,Activision,Luxoflux,0.76,2005,europe,0.02
3141,True Crime: New York City,true-crime-new-york-city,Action,M,other,Activision,Luxoflux,0.76,2005,japan,0.07
3141,True Crime: New York City,true-crime-new-york-city,Action,M,other,Activision,Luxoflux,0.76,2005,other,0.09
3143,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,other,Eidos Interactive,IO Interactive,0.76,2007,north america,0.36
3143,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,other,Eidos Interactive,IO Interactive,0.76,2007,europe,0.31
3143,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,other,Eidos Interactive,IO Interactive,0.76,2007,japan,0.01
3143,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,other,Eidos Interactive,IO Interactive,0.76,2007,other,0.08
3144,Quantum Break,quantum-break,Action,M,other,Microsoft Studios,Remedy Entertainment,0.76,2016,north america,0.42
3144,Quantum Break,quantum-break,Action,M,other,Microsoft Studios,Remedy Entertainment,0.76,2016,europe,0.25
3144,Quantum Break,quantum-break,Action,M,other,Microsoft Studios,Remedy Entertainment,0.76,2016,japan,0.02
3144,Quantum Break,quantum-break,Action,M,other,Microsoft Studios,Remedy Entertainment,0.76,2016,other,0.07
3147,Dark Souls II,dark-souls-ii,Role-Playing,unrated,other,Namco Bandai Games,From Software,0.75,2015,north america,0.49
3147,Dark Souls II,dark-souls-ii,Role-Playing,unrated,other,Namco Bandai Games,From Software,0.75,2015,europe,0.19
3147,Dark Souls II,dark-souls-ii,Role-Playing,unrated,other,Namco Bandai Games,From Software,0.75,2015,japan,0.01
3147,Dark Souls II,dark-souls-ii,Role-Playing,unrated,other,Namco Bandai Games,From Software,0.75,2015,other,0.07
3149,Ratchet & Clank Collection,ratchet-amp-clank-collection,Platform,unrated,other,Sony Computer Entertainment,Idol Minds,0.75,2012,north america,0.47
3149,Ratchet & Clank Collection,ratchet-amp-clank-collection,Platform,unrated,other,Sony Computer Entertainment,Idol Minds,0.75,2012,europe,0.14
3149,Ratchet & Clank Collection,ratchet-amp-clank-collection,Platform,unrated,other,Sony Computer Entertainment,Idol Minds,0.75,2012,japan,0.02
3149,Ratchet & Clank Collection,ratchet-amp-clank-collection,Platform,unrated,other,Sony Computer Entertainment,Idol Minds,0.75,2012,other,0.12
3151,LEGO City Undercover,lego-city-undercover,Platform,E10,other,Warner Bros. Interactive Entertainment,TT Fusion,0.75,2017,north america,0.17
3151,LEGO City Undercover,lego-city-undercover,Platform,E10,other,Warner Bros. Interactive Entertainment,TT Fusion,0.75,2017,europe,0.46
3151,LEGO City Undercover,lego-city-undercover,Platform,E10,other,Warner Bros. Interactive Entertainment,TT Fusion,0.75,2017,japan,0.01
3151,LEGO City Undercover,lego-city-undercover,Platform,E10,other,Warner Bros. Interactive Entertainment,TT Fusion,0.75,2017,other,0.12
3152,Genji: Days of the Blade,genji-days-of-the-blade,Action,T,other,Sony Computer Entertainment,Game Republic,0.75,2006,north america,0.18
3152,Genji: Days of the Blade,genji-days-of-the-blade,Action,T,other,Sony Computer Entertainment,Game Republic,0.75,2006,europe,0.38
3152,Genji: Days of the Blade,genji-days-of-the-blade,Action,T,other,Sony Computer Entertainment,Game Republic,0.75,2006,japan,0.06
3152,Genji: Days of the Blade,genji-days-of-the-blade,Action,T,other,Sony Computer Entertainment,Game Republic,0.75,2006,other,0.14
3154,Mega Man X5,mega-man-x5,Platform,E,other,Capcom,Capcom,0.75,2001,north america,0.3
3154,Mega Man X5,mega-man-x5,Platform,E,other,Capcom,Capcom,0.75,2001,europe,0.21
3154,Mega Man X5,mega-man-x5,Platform,E,other,Capcom,Capcom,0.75,2001,japan,0.2
3154,Mega Man X5,mega-man-x5,Platform,E,other,Capcom,Capcom,0.75,2001,other,0.05
3156,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,other,Konami Digital Entertainment,Konami Digital Entertainment,0.75,2017,north america,0.12
3156,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,other,Konami Digital Entertainment,Konami Digital Entertainment,0.75,2017,europe,0.36
3156,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,other,Konami Digital Entertainment,Konami Digital Entertainment,0.75,2017,japan,0.19
3156,Pro Evolution Soccer 2018,pro-evolution-soccer-2018,Sports,E,other,Konami Digital Entertainment,Konami Digital Entertainment,0.75,2017,other,0.09
3157,Fire Emblem Echoes: Shadows of Valentia,fire-emblem-echoes-shadows-of-valentia,Role-Playing,T,other,Nintendo,Intelligent Systems,0.75,2017,north america,0.34
3157,Fire Emblem Echoes: Shadows of Valentia,fire-emblem-echoes-shadows-of-valentia,Role-Playing,T,other,Nintendo,Intelligent Systems,0.75,2017,europe,0.16
3157,Fire Emblem Echoes: Shadows of Valentia,fire-emblem-echoes-shadows-of-valentia,Role-Playing,T,other,Nintendo,Intelligent Systems,0.75,2017,japan,0.21
3157,Fire Emblem Echoes: Shadows of Valentia,fire-emblem-echoes-shadows-of-valentia,Role-Playing,T,other,Nintendo,Intelligent Systems,0.75,2017,other,0.05
3164,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,other,Eidos Interactive,IO Interactive,0.75,2007,north america,0.29
3164,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,other,Eidos Interactive,IO Interactive,0.75,2007,europe,0.32
3164,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,other,Eidos Interactive,IO Interactive,0.75,2007,japan,0.01
3164,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,M,other,Eidos Interactive,IO Interactive,0.75,2007,other,0.13
3166,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,Sports,E,other,Konami Digital Entertainment,PES Productions,0.75,2016,north america,0.08
3166,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,Sports,E,other,Konami Digital Entertainment,PES Productions,0.75,2016,europe,0.41
3166,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,Sports,E,other,Konami Digital Entertainment,PES Productions,0.75,2016,japan,0.18
3166,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,Sports,E,other,Konami Digital Entertainment,PES Productions,0.75,2016,other,0.09
3170,Zone of the Enders,zone-of-the-enders,Simulation,M,other,Konami,Konami Computer Entertainment Japan,0.75,2001,north america,0.3
3170,Zone of the Enders,zone-of-the-enders,Simulation,M,other,Konami,Konami Computer Entertainment Japan,0.75,2001,europe,0.24
3170,Zone of the Enders,zone-of-the-enders,Simulation,M,other,Konami,Konami Computer Entertainment Japan,0.75,2001,japan,0.13
3170,Zone of the Enders,zone-of-the-enders,Simulation,M,other,Konami,Konami Computer Entertainment Japan,0.75,2001,other,0.08
3172,Borderlands: The Pre-Sequel,borderlands-the-pre-sequel,Misc,unrated,other,2K Games,Unknown,0.75,2014,north america,0.48
3172,Borderlands: The Pre-Sequel,borderlands-the-pre-sequel,Misc,unrated,other,2K Games,Unknown,0.75,2014,europe,0.19
3172,Borderlands: The Pre-Sequel,borderlands-the-pre-sequel,Misc,unrated,other,2K Games,Unknown,0.75,2014,japan,0.01
3172,Borderlands: The Pre-Sequel,borderlands-the-pre-sequel,Misc,unrated,other,2K Games,Unknown,0.75,2014,other,0.07
3174,Street Fighter EX Plus Alpha,street-fighter-ex-plus-alpha,Fighting,T,other,Capcom,Arika,0.75,1997,north america,0.28
3174,Street Fighter EX Plus Alpha,street-fighter-ex-plus-alpha,Fighting,T,other,Capcom,Arika,0.75,1997,europe,0.19
3174,Street Fighter EX Plus Alpha,street-fighter-ex-plus-alpha,Fighting,T,other,Capcom,Arika,0.75,1997,japan,0.23
3174,Street Fighter EX Plus Alpha,street-fighter-ex-plus-alpha,Fighting,T,other,Capcom,Arika,0.75,1997,other,0.05
3176,Style Savvy: Trendsetters,style-savvy-trendsetters,Simulation,E,other,Nintendo,syn Sophia,0.75,2012,north america,0.16
3176,Style Savvy: Trendsetters,style-savvy-trendsetters,Simulation,E,other,Nintendo,syn Sophia,0.75,2012,europe,0.03
3176,Style Savvy: Trendsetters,style-savvy-trendsetters,Simulation,E,other,Nintendo,syn Sophia,0.75,2012,japan,0.54
3176,Style Savvy: Trendsetters,style-savvy-trendsetters,Simulation,E,other,Nintendo,syn Sophia,0.75,2012,other,0.02
3177,FIFA 19,fifa-19,Sports,E,other,Electronic Arts,EA Sports,0.75,2018,north america,0.18
3177,FIFA 19,fifa-19,Sports,E,other,Electronic Arts,EA Sports,0.75,2018,europe,0.47
3177,FIFA 19,fifa-19,Sports,E,other,Electronic Arts,EA Sports,0.75,2018,japan,0.06
3177,FIFA 19,fifa-19,Sports,E,other,Electronic Arts,EA Sports,0.75,2018,other,0.05
3178,Need for Speed: Shift,need-for-speed-shift,Racing,E,other,Electronic Arts,Slightly Mad Studios,0.75,2009,north america,0.16
3178,Need for Speed: Shift,need-for-speed-shift,Racing,E,other,Electronic Arts,Slightly Mad Studios,0.75,2009,europe,0.38
3178,Need for Speed: Shift,need-for-speed-shift,Racing,E,other,Electronic Arts,Slightly Mad Studios,0.75,2009,japan,0.01
3178,Need for Speed: Shift,need-for-speed-shift,Racing,E,other,Electronic Arts,Slightly Mad Studios,0.75,2009,other,0.21
3182,Capcom vs. SNK 2: Mark of the Millennium 2001,capcom-vs-snk-2-mark-of-the-millennium-2001,Fighting,T,other,Capcom,Capcom,0.75,2001,north america,0.22
3182,Capcom vs. SNK 2: Mark of the Millennium 2001,capcom-vs-snk-2-mark-of-the-millennium-2001,Fighting,T,other,Capcom,Capcom,0.75,2001,europe,0.17
3182,Capcom vs. SNK 2: Mark of the Millennium 2001,capcom-vs-snk-2-mark-of-the-millennium-2001,Fighting,T,other,Capcom,Capcom,0.75,2001,japan,0.3
3182,Capcom vs. SNK 2: Mark of the Millennium 2001,capcom-vs-snk-2-mark-of-the-millennium-2001,Fighting,T,other,Capcom,Capcom,0.75,2001,other,0.06
3186,Final Fantasy Tactics A2: Grimoire of the Rift,final-fantasy-tactics-a2-grimoire-of-the-rift,Role-Playing,E10,DS,Square Enix,Square Enix,0.75,2008,north america,0.38
3186,Final Fantasy Tactics A2: Grimoire of the Rift,final-fantasy-tactics-a2-grimoire-of-the-rift,Role-Playing,E10,DS,Square Enix,Square Enix,0.75,2008,europe,0.03
3186,Final Fantasy Tactics A2: Grimoire of the Rift,final-fantasy-tactics-a2-grimoire-of-the-rift,Role-Playing,E10,DS,Square Enix,Square Enix,0.75,2008,japan,0.3
3186,Final Fantasy Tactics A2: Grimoire of the Rift,final-fantasy-tactics-a2-grimoire-of-the-rift,Role-Playing,E10,DS,Square Enix,Square Enix,0.75,2008,other,0.04
3189,Turok,turok,Shooter,M,other,Touchstone,Propaganda Games,0.75,2008,north america,0.46
3189,Turok,turok,Shooter,M,other,Touchstone,Propaganda Games,0.75,2008,europe,0.2
3189,Turok,turok,Shooter,M,other,Touchstone,Propaganda Games,0.75,2008,japan,0.01
3189,Turok,turok,Shooter,M,other,Touchstone,Propaganda Games,0.75,2008,other,0.07
3196,Ace Combat: Assault Horizon,ace-combat-assault-horizon,Action,T,other,Namco Bandai,Project ACES,0.74,2011,north america,0.3
3196,Ace Combat: Assault Horizon,ace-combat-assault-horizon,Action,T,other,Namco Bandai,Project ACES,0.74,2011,europe,0.16
3196,Ace Combat: Assault Horizon,ace-combat-assault-horizon,Action,T,other,Namco Bandai,Project ACES,0.74,2011,japan,0.22
3196,Ace Combat: Assault Horizon,ace-combat-assault-horizon,Action,T,other,Namco Bandai,Project ACES,0.74,2011,other,0.07
3197,The Godfather II,the-godfather-ii,Adventure,M,other,Electronic Arts,EA Redwood Shores,0.74,2009,north america,0.41
3197,The Godfather II,the-godfather-ii,Adventure,M,other,Electronic Arts,EA Redwood Shores,0.74,2009,europe,0.21
3197,The Godfather II,the-godfather-ii,Adventure,M,other,Electronic Arts,EA Redwood Shores,0.74,2009,japan,0.01
3197,The Godfather II,the-godfather-ii,Adventure,M,other,Electronic Arts,EA Redwood Shores,0.74,2009,other,0.1
3201,Yu-Gi-Oh! Dungeon Dice Monsters,yu-gi-oh-dungeon-dice-monsters,Misc,E,other,Konami,Konami,0.74,2003,north america,0.42
3201,Yu-Gi-Oh! Dungeon Dice Monsters,yu-gi-oh-dungeon-dice-monsters,Misc,E,other,Konami,Konami,0.74,2003,europe,0.16
3201,Yu-Gi-Oh! Dungeon Dice Monsters,yu-gi-oh-dungeon-dice-monsters,Misc,E,other,Konami,Konami,0.74,2003,japan,0.15
3201,Yu-Gi-Oh! Dungeon Dice Monsters,yu-gi-oh-dungeon-dice-monsters,Misc,E,other,Konami,Konami,0.74,2003,other,0.01
3202,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,M,other,THQ,Volition Inc.,0.74,2009,north america,0.33
3202,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,M,other,THQ,Volition Inc.,0.74,2009,europe,0.27
3202,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,M,other,THQ,Volition Inc.,0.74,2009,japan,0.02
3202,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,M,other,THQ,Volition Inc.,0.74,2009,other,0.12
3213,WarioWare: Twisted!,warioware-twisted,Puzzle,E,other,Nintendo,Intelligent Systems,0.74,2005,north america,0.16
3213,WarioWare: Twisted!,warioware-twisted,Puzzle,E,other,Nintendo,Intelligent Systems,0.74,2005,europe,0.06
3213,WarioWare: Twisted!,warioware-twisted,Puzzle,E,other,Nintendo,Intelligent Systems,0.74,2005,japan,0.5
3213,WarioWare: Twisted!,warioware-twisted,Puzzle,E,other,Nintendo,Intelligent Systems,0.74,2005,other,0.02
3214,Tales of Vesperia,tales-of-vesperia,Role-Playing,T,other,Namco Bandai,Namco Tales Studio,0.74,2008,north america,0.32
3214,Tales of Vesperia,tales-of-vesperia,Role-Playing,T,other,Namco Bandai,Namco Tales Studio,0.74,2008,europe,0.18
3214,Tales of Vesperia,tales-of-vesperia,Role-Playing,T,other,Namco Bandai,Namco Tales Studio,0.74,2008,japan,0.19
3214,Tales of Vesperia,tales-of-vesperia,Role-Playing,T,other,Namco Bandai,Namco Tales Studio,0.74,2008,other,0.05
3215,Resonance of Fate,resonance-of-fate,Role-Playing,T,other,Sega,tri-Ace,0.74,2010,north america,0.2
3215,Resonance of Fate,resonance-of-fate,Role-Playing,T,other,Sega,tri-Ace,0.74,2010,europe,0.22
3215,Resonance of Fate,resonance-of-fate,Role-Playing,T,other,Sega,tri-Ace,0.74,2010,japan,0.24
3215,Resonance of Fate,resonance-of-fate,Role-Playing,T,other,Sega,tri-Ace,0.74,2010,other,0.08
3216,Sonic Forces,sonic-forces,Platform,E10,other,Sega,Sonic Team,0.74,2017,north america,0.39
3216,Sonic Forces,sonic-forces,Platform,E10,other,Sega,Sonic Team,0.74,2017,europe,0.27
3216,Sonic Forces,sonic-forces,Platform,E10,other,Sega,Sonic Team,0.74,2017,japan,0.01
3216,Sonic Forces,sonic-forces,Platform,E10,other,Sega,Sonic Team,0.74,2017,other,0.06
3219,Naruto Shippuden: Ultimate Ninja Storm Generations,naruto-shippuden-ultimate-ninja-storm-generations,Fighting,T,other,Namco Bandai Games,CyberConnect2,0.74,2012,north america,0.27
3219,Naruto Shippuden: Ultimate Ninja Storm Generations,naruto-shippuden-ultimate-ninja-storm-generations,Fighting,T,other,Namco Bandai Games,CyberConnect2,0.74,2012,europe,0.25
3219,Naruto Shippuden: Ultimate Ninja Storm Generations,naruto-shippuden-ultimate-ninja-storm-generations,Fighting,T,other,Namco Bandai Games,CyberConnect2,0.74,2012,japan,0.14
3219,Naruto Shippuden: Ultimate Ninja Storm Generations,naruto-shippuden-ultimate-ninja-storm-generations,Fighting,T,other,Namco Bandai Games,CyberConnect2,0.74,2012,other,0.09
3221,Harvest Moon: Animal Parade,harvest-moon-animal-parade,Simulation,E,other,Natsume,Marvelous Interactive,0.74,2009,north america,0.58
3221,Harvest Moon: Animal Parade,harvest-moon-animal-parade,Simulation,E,other,Natsume,Marvelous Interactive,0.74,2009,europe,0.08
3221,Harvest Moon: Animal Parade,harvest-moon-animal-parade,Simulation,E,other,Natsume,Marvelous Interactive,0.74,2009,japan,0.02
3221,Harvest Moon: Animal Parade,harvest-moon-animal-parade,Simulation,E,other,Natsume,Marvelous Interactive,0.74,2009,other,0.05
3222,Sword of Mana,sword-of-mana,Role-Playing,E,other,Nintendo,Brownie Brown,0.74,2003,north america,0.31
3222,Sword of Mana,sword-of-mana,Role-Playing,E,other,Nintendo,Brownie Brown,0.74,2003,europe,0.11
3222,Sword of Mana,sword-of-mana,Role-Playing,E,other,Nintendo,Brownie Brown,0.74,2003,japan,0.3
3222,Sword of Mana,sword-of-mana,Role-Playing,E,other,Nintendo,Brownie Brown,0.74,2003,other,0.02
3225,Brink,brink,Shooter,T,other,Bethesda Softworks,Splash Damage,0.73,2011,north america,0.29
3225,Brink,brink,Shooter,T,other,Bethesda Softworks,Splash Damage,0.73,2011,europe,0.32
3225,Brink,brink,Shooter,T,other,Bethesda Softworks,Splash Damage,0.73,2011,japan,0.01
3225,Brink,brink,Shooter,T,other,Bethesda Softworks,Splash Damage,0.73,2011,other,0.12
3226,Split/Second,split,Racing,E10,other,Disney Interactive Studios,Black Rock Studio,0.73,2010,north america,0.31
3226,Split/Second,split,Racing,E10,other,Disney Interactive Studios,Black Rock Studio,0.73,2010,europe,0.3
3226,Split/Second,split,Racing,E10,other,Disney Interactive Studios,Black Rock Studio,0.73,2010,japan,0.01
3226,Split/Second,split,Racing,E10,other,Disney Interactive Studios,Black Rock Studio,0.73,2010,other,0.11
3227,FIFA: Road to World Cup 98,fifa-road-to-world-cup-98,Sports,E,other,EA Sports,EA Canada,0.73,1997,north america,0.14
3227,FIFA: Road to World Cup 98,fifa-road-to-world-cup-98,Sports,E,other,EA Sports,EA Canada,0.73,1997,europe,0.09
3227,FIFA: Road to World Cup 98,fifa-road-to-world-cup-98,Sports,E,other,EA Sports,EA Canada,0.73,1997,japan,0.46
3227,FIFA: Road to World Cup 98,fifa-road-to-world-cup-98,Sports,E,other,EA Sports,EA Canada,0.73,1997,other,0.05
3231,Final Fantasy XIII-2,final-fantasy-xiii-2,Role-Playing,T,other,Square Enix,Square Enix,0.73,2012,north america,0.36
3231,Final Fantasy XIII-2,final-fantasy-xiii-2,Role-Playing,T,other,Square Enix,Square Enix,0.73,2012,europe,0.29
